"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2019,20,145521747,28561070
2019,12,145526293,28572961
2019,3,145526375,28572977
2019,18,145521833,28572979
2019,20,145521840,28572980
2019,20,145526387,28561083
2019,3,145526408,28572984
2019,20,145521883,28572993
2019,12,145526454,28561093
2019,20,145526460,28572994
2019,12,145526491,28561108
2019,20,145522023,28561110
2019,12,145526534,28561115
2019,12,145526542,28572998
2019,12,145522061,28561119
2019,12,145526675,28573027
2019,12,145526676,28573028
2019,12,145526677,28573029
2019,12,145526718,28561134
2019,2,145522155,28561136
2019,20,145526730,28573035
2019,9,145522167,28561142
2019,12,145526791,28573049
2019,18,145526879,28573065
2019,18,145526884,28573066
2019,10,145526915,28573072
2019,12,145522277,28573075
2019,10,145522284,28573077
2019,2,145526965,28573080
2019,19,145526975,28573081
2019,20,145522336,28573087
2019,20,145522340,28561169
2019,20,145527002,28573088
2019,12,145527012,28573094
2019,18,145522357,28561174
2019,12,145527134,28573109
2019,20,145527156,28573113
2019,18,145522508,28561196
2019,20,145522517,28561199
2019,18,145522534,28573139
2019,20,145522539,28573142
2019,9,145527309,28573141
2019,9,145522535,28573140
2019,9,145522537,28561202
2019,20,145527313,28573143
2019,18,145522568,28561211
2019,20,145522577,28573150
2019,20,145522638,28561224
2019,12,145527472,28573161
2019,12,145527492,28573163
2019,12,145527502,28573165
2019,12,145527523,28573170
2019,12,145522694,28573173
2019,20,145522717,28561235
2019,20,145522730,28573180
2019,11,145527609,28573183
2019,2,145527614,28573185
2019,20,145527620,28573186
2019,12,145527640,28573187
2019,20,145527697,28573193
2019,20,145527698,28573194
2019,20,145527710,28573195
2019,20,145527731,28573200
2019,3,145527738,28573201
2019,11,145527764,28573205
2019,20,145527773,28573206
2019,20,145527813,28573215
2019,12,145527834,28573222
2019,9,145527835,28573223
2019,12,145522919,28561252
2019,20,145527851,28573226
2019,19,145527857,28573227
2019,20,145527859,28573228
2019,20,145527879,28573233
2019,12,145522958,28561254
2019,12,145527904,28573236
2019,12,145527905,28573237
2019,12,145527906,28573238
2019,12,145527915,28573240
2019,20,145527919,28573241
2019,12,145523025,28561261
2019,12,145527997,28573248
2019,5,145528002,28573249
2019,2,145528017,28573254
2019,20,145523151,28561283
2019,20,145528053,28573257
2019,10,145523202,28561288
2019,20,145523212,28561289
2019,20,145528093,28573261
2019,3,145528114,28573263
2019,18,145523325,28561309
2019,12,145528128,28573264
2019,12,145528131,28573265
2019,9,145528157,28573271
2019,9,145528156,28573270
2019,20,145528202,28573273
2019,12,145523481,28561325
2019,12,145528213,28561327
2019,20,145523498,28561328
2019,20,145528284,28573281
2019,3,145528291,28573282
2019,20,145528298,28573283
2019,20,145528324,28573288
2019,11,145528334,28573289
2019,20,145528378,28573293
2019,17,145528380,28573294
2019,12,145528390,28573295
2019,12,145528406,28573296
2019,20,145528409,28573297
2019,12,145528419,28573298
2019,12,145528420,28573299
2019,12,145528422,28573300
2019,20,145528438,28573301
2019,9,145528444,28573302
2019,12,145528474,28573303
2019,12,145528475,28573304
2019,12,145528478,28573305
2019,12,145528488,28573306
2019,12,145528490,28573307
2019,12,145528493,28573308
2019,12,145528494,28573309
2019,20,142506361,27657891
2019,12,142501551,27671944
2019,12,142506424,27676835
2019,12,142492025,27657908
2019,10,142506451,27676838
2019,20,142501606,27671954
2019,20,142501616,27671958
2019,12,142506457,27676841
2019,12,142506458,27676842
2019,20,145519848,28572733
2019,18,145499965,28560780
2019,19,145519850,28572734
2019,12,145519916,28572742
2019,18,145519952,28572749
2019,10,145520023,28572760
2019,2,145520031,28572762
2019,18,145520049,28572766
2019,20,145500266,28560844
2019,20,145520660,28560928
2019,20,145520863,28572893
2019,20,145521132,28572933
2019,12,145521608,28561051
2019,18,145521757,28561072
2019,18,145526412,28572987
2019,20,145521868,28561090
2019,12,145526770,28573040
2019,2,145522175,28561144
2019,3,145522175,28561145
2019,12,145522197,28561147
2019,20,145522234,28561154
2019,12,145526916,28561160
2019,20,145526924,28573074
2019,19,145527035,28573096
2019,18,145527095,28573102
2019,20,145527139,28573110
2019,11,145522555,28561207
2019,12,145527356,28573148
2019,12,145528499,28573310
2019,12,145528501,28573311
2019,12,145528515,28573312
2019,3,145528520,28573313
2019,9,145528531,28573316
2019,12,145528532,28573317
2019,12,145528539,28573318
2019,12,145528553,28573319
2019,3,145528554,28573320
2019,12,145528560,28573321
2019,12,145528571,28573322
2019,19,142230430,27602934
2019,12,142230579,27602950
2019,9,142230040,27602841
2019,18,142230042,27602842
2019,20,142230089,27602852
2019,4,142230145,27602864
2019,18,142230175,27602874
2019,20,142230216,27602884
2019,12,142230232,27602889
2019,12,142230265,27602894
2019,18,142230272,27602895
2019,12,142230308,27602899
2019,12,142230321,27602904
2019,11,142230328,27602906
2019,12,142230335,27602907
2019,11,142230354,27602912
2019,20,142230363,27602916
2019,20,142230370,27602918
2019,12,142230394,27602924
2019,3,142230397,27602926
2019,3,142230398,27602927
2019,12,142230422,27602932
2019,19,142230426,27602933
2019,18,142230627,27602958
2019,2,142230640,27602962
2019,18,142230641,27602963
2019,12,142230681,27602970
2019,12,142230791,27602987
2019,12,142230795,27602989
2019,20,142230827,27602994
2019,12,142230494,27602939
2019,20,142175619,27584053
2019,20,142230870,27603000
2019,3,142230917,27603004
2019,20,142230921,27603006
2019,20,142230929,27603008
2019,3,142230941,27603011
2019,3,142230942,27603012
2019,12,142231028,27603027
2019,18,142231100,27603033
2019,12,142231102,27603034
2019,12,142231105,27584065
2019,12,142231108,27584066
2019,12,142231109,27603035
2019,18,142231112,27603036
2019,3,142231138,27603038
2019,18,142231144,27603040
2019,18,142231162,27603045
2019,19,142231163,27603046
2019,12,142231166,27603047
2019,18,142231167,27603048
2019,12,142231194,27603051
2019,12,142231199,27603052
2019,20,145519755,28572713
2019,20,145519844,28572729
2019,9,145519845,28572730
2019,9,145519846,28572731
2019,17,145519847,28572732
2019,18,145519980,28572753
2019,9,145520030,28572761
2019,20,145500269,28572780
2019,20,145500488,28560884
2019,12,145520472,28572831
2019,20,145520558,28572842
2019,12,145500818,28560922
2019,18,145501027,28572878
2019,20,145521097,28572928
2019,12,145526213,28572941
2019,12,145526600,28573010
2019,12,145526735,28573036
2019,18,145526850,28573062
2019,12,145522233,28561153
2019,20,145526889,28561157
2019,20,145522312,28573083
2019,3,145527011,28573093
2019,3,145527010,28573092
2019,12,145522371,28561178
2019,20,145527062,28573097
2019,12,145527116,28573106
2019,18,145527211,28573119
2019,20,145527229,28561195
2019,12,145527254,28573127
2019,20,145522513,28573128
2019,20,145527291,28573133
2019,20,145527357,28573149
2019,20,145527393,28573154
2019,12,145522628,28561221
2019,12,145527467,28573158
2019,12,145522672,28561228
2019,12,145522684,28561229
2019,20,145527525,28573171
2019,9,145522720,28561236
2019,20,145527689,28573190
2019,9,145522848,28561244
2019,20,145527784,28573209
2019,12,145527810,28573214
2019,20,145527815,28573216
2019,11,145527819,28573217
2019,18,145519760,28572717
2019,18,145519808,28572721
2019,12,145520262,28572799
2019,19,145521524,28561039
2019,20,145526355,28572975
2019,12,145521824,28561080
2019,18,145526422,28561088
2019,12,145526546,28573001
2019,12,145526559,28573003
2019,20,145526586,28573008
2019,20,145526644,28573020
2019,12,145526663,28573023
2019,12,145526830,28573059
2019,20,145522243,28573068
2019,12,145522256,28573069
2019,12,145527131,28573108
2019,12,145527289,28573132
2019,10,145522532,28561201
2019,20,145522584,28561213
2019,20,145522590,28561214
2019,12,145527435,28561222
2019,12,145522632,28561223
2019,2,145527471,28573160
2019,20,145527486,28573162
2019,9,145527496,28573164
2019,4,145527503,28573166
2019,12,145522681,28573167
2019,20,145522833,28573198
2019,20,145527729,28573199
2019,12,145527742,28573202
2019,20,145522871,28561246
2019,20,145527753,28573203
2019,20,145527757,28573204
2019,18,145527780,28573208
2019,12,145527785,28573210
2019,12,145527791,28573212
2019,12,145527883,28573234
2019,20,145527908,28573239
2019,12,145522988,28561257
2019,12,145527923,28573243
2019,20,145523005,28561259
2019,12,145527938,28573244
2019,20,145527985,28573246
2019,2,145527994,28573247
2019,11,145523488,28561326
2019,11,145528307,28573286
2019,12,145528317,28573287
2019,12,145523713,28561352
2019,11,145528344,28573290
2019,18,145519798,28572720
2019,12,145519782,28572718
2019,12,145519855,28572736
2019,12,145519933,28560808
2019,2,145519930,28572746
2019,3,145519950,28572748
2019,19,145519995,28572755
2019,18,145500147,28572756
2019,3,145520006,28572758
2019,20,145520010,28572759
2019,20,145520039,28572764
2019,18,145500220,28560835
2019,17,145500234,28560839
2019,20,145500235,28572775
2019,12,145520127,28572778
2019,19,145520209,28572791
2019,20,145500396,28560868
2019,20,145520469,28572829
2019,12,145500768,28572844
2019,20,145521550,28561045
2019,20,145521672,28561059
2019,11,145521724,28561065
2019,19,145526302,28572963
2019,9,145526360,28561079
2019,12,145521851,28561084
2019,23,145521857,28561085
2019,20,145526554,28573002
2019,20,145526689,28573030
2019,12,145526748,28561139
2019,12,145526766,28573038
2019,3,145526771,28561143
2019,12,145526788,28573047
2019,11,145526796,28573050
2019,20,145526811,28573056
2019,9,145526812,28573057
2019,12,145526864,28561151
2019,20,145526907,28573071
2019,12,145522281,28561163
2019,20,145522293,28561164
2019,12,145526989,28561168
2019,20,145522365,28561176
2019,3,145522410,28573103
2019,3,145522411,28561184
2019,12,145527123,28573107
2019,18,145527146,28573112
2019,20,145527184,28573117
2019,2,145527274,28573131
2019,12,145527297,28573136
2019,20,145522553,28561206
2019,12,145527340,28573146
2019,20,145527361,28561212
2019,20,145527375,28573151
2019,12,145527398,28573155
2019,20,145527833,28573221
2019,20,145527866,28573230
2019,12,145527873,28573231
2019,12,145527922,28573242
2019,20,145523064,28573245
2019,12,145523087,28561269
2019,20,145528013,28573253
2019,12,145528026,28573255
2019,19,145528059,28573258
2019,12,145523243,28561293
2019,12,145523254,28561297
2019,12,145523255,28561298
2019,20,145528096,28561302
2019,3,145523315,28561307
2019,12,145528149,28561316
2019,20,145523519,28561332
2019,20,145528277,28573280
2019,20,145523647,28561345
2019,11,145523654,28561346
2019,20,145528295,28561347
2019,12,145528303,28573285
2019,20,145523703,28561351
2019,22,145500129,28560812
2019,22,145500128,28560811
2019,2,145520147,28560847
2019,3,145520147,28572782
2019,12,145500830,28560925
2019,20,145520716,28560937
2019,19,145520243,28572796
2019,20,145500576,28560901
2019,20,145520454,28560905
2019,10,142491928,27657890
2019,18,145520053,28560826
2019,18,145520055,28560828
2019,20,145500293,28572783
2019,9,145500409,28560872
2019,19,145520259,28572798
2019,20,145520321,28572810
2019,20,145520384,28572818
2019,12,145520405,28572823
2019,19,145500645,28572827
2019,12,145520533,28560914
2019,3,145520600,28560920
2019,20,145526411,28572985
2019,12,145526667,28573025
2019,9,145526773,28573042
2019,20,145526923,28573073
2019,20,145522282,28573076
2019,12,145526958,28561165
2019,12,145526964,28573079
2019,3,145527003,28573089
2019,20,145527071,28573100
2019,20,145527238,28573122
2019,20,145522529,28561200
2019,18,145500533,28572817
2019,20,145520396,28572821
2019,2,145520507,28572834
2019,20,145501130,28572891
2019,3,145520859,28560975
2019,19,145520903,28572899
2019,12,145520922,28561003
2019,19,145521270,28561008
2019,2,145521348,28561019
2019,19,145526243,28572946
2019,19,145521700,28561061
2019,19,145526307,28572964
2019,12,145526504,28561111
2019,10,145526655,28573021
2019,20,145522203,28561148
2019,20,145526854,28561150
2019,19,145526866,28573063
2019,12,145526887,28573067
2019,12,145520102,28572773
2019,11,145520101,28572772
2019,19,145500344,28560863
2019,18,145526345,28572972
2019,9,145521829,28561081
2019,20,145521828,28572978
2019,20,145526399,28572983
2019,3,145521858,28561086
2019,3,145526643,28573019
2019,11,145522280,28561162
2019,2,145527064,28561182
2019,2,145527065,28573098
2019,12,145527169,28573115
2019,12,145522496,28573123
2019,12,145527250,28573125
2019,9,145527273,28573130
2019,2,145527298,28573137
2019,2,145527300,28573138
2019,20,145500500,28560889
2019,12,145520365,28572814
2019,20,145520433,28572825
2019,12,145500657,28560907
2019,20,145520496,28572833
2019,20,145500936,28572869
2019,20,145500951,28560938
2019,20,145520865,28572894
2019,20,145521278,28561011
2019,20,145521075,28572923
2019,12,143847031,28092965
2019,12,143847066,28092974
2019,20,143847223,28093005
2019,12,145500192,28560829
2019,20,145500315,28560857
2019,18,145500390,28560866
2019,9,145520237,28560870
2019,3,145520237,28560869
2019,18,145520296,28560881
2019,18,145500462,28572805
2019,20,145500558,28572820
2019,12,145520397,28560898
2019,12,145500569,28572822
2019,12,145520423,28560902
2019,12,145500713,28572835
2019,10,145520544,28572840
2019,20,145500784,28560919
2019,12,145520596,28572849
2019,9,145520624,28572852
2019,2,145520641,28572859
2019,20,145521094,28561041
2019,19,145521787,28561076
2019,3,145526332,28572968
2019,11,145526349,28572974
2019,12,145526386,28572981
2019,12,145526443,28572992
2019,12,145526506,28572996
2019,19,145522028,28561112
2019,12,145522039,28561114
2019,20,145526623,28573015
2019,9,145526801,28573054
2019,20,145526983,28573084
2019,20,145526986,28561167
2019,12,145522461,28561192
2019,19,145527295,28573135
2019,20,145527378,28573152
2019,12,145527421,28573157
2019,19,145527536,28573174
2019,20,145527539,28573175
2019,12,145527569,28573178
2019,20,145527643,28573188
2019,20,145522781,28561241
2019,19,145520190,28572786
2019,20,145520785,28560960
2019,9,145520830,28560969
2019,20,145520849,28572889
2019,12,145521178,28560988
2019,18,145521079,28561040
2019,20,145521705,28561062
2019,20,145526276,28572954
2019,12,145526281,28561066
2019,12,145526630,28561123
2019,20,145522123,28573026
2019,20,145522124,28561126
2019,12,145522132,28561128
2019,19,145522162,28561138
2019,12,145522169,28573039
2019,20,145526790,28573048
2019,20,145526787,28573046
2019,18,145499927,28560770
2019,20,145519759,28572716
2019,18,145519818,28572723
2019,12,145519909,28572741
2019,20,145519923,28572744
2019,20,145500113,28560810
2019,18,145519959,28572750
2019,18,145500176,28572765
2019,12,145520148,28560848
2019,12,145520161,28560856
2019,20,145500366,28560864
2019,18,145500397,28572794
2019,20,145520249,28572797
2019,12,145500420,28560874
2019,18,145520283,28560879
2019,19,145520607,28572850
2019,20,145500842,28572855
2019,3,145520639,28572858
2019,12,145520637,28572857
2019,5,145500957,28572870
2019,20,145500962,28560941
2019,12,145520750,28572875
2019,20,145501023,28560950
2019,5,145520790,28572881
2019,5,145501047,28560962
2019,19,145501076,28560966
2019,12,145520828,28572884
2019,12,145501163,28560982
2019,2,145501173,28560986
2019,20,145501169,28572896
2019,19,145521244,28561000
2019,20,145521341,28561018
2019,12,145521429,28572912
2019,20,145521541,28561043
2019,20,145521625,28561054
2019,19,145521171,28572937
2019,12,145521736,28561067
2019,12,145521838,28561082
2019,12,145521864,28561087
2019,3,145521871,28561091
2019,20,145526543,28572999
2019,12,145526590,28561120
2019,12,145522086,28561122
2019,20,145522138,28561130
2019,20,145526691,28561131
2019,20,145526703,28573032
2019,20,145526753,28561141
2019,20,145522173,28573041
2019,12,145526799,28573052
2019,12,145522185,28573053
2019,20,145522230,28561152
2019,12,145522355,28561173
2019,18,145522368,28561177
2019,20,145519744,28572711
2019,9,145519745,28572712
2019,12,142230635,27602960
2019,12,142230526,27602945
2019,18,142230789,27602986
2019,20,142230916,27603003
2019,12,142230920,27603005
2019,12,142230927,27603007
2019,20,142230947,27603013
2019,12,142230962,27603017
2019,19,142230982,27603018
2019,12,142230991,27603019
2019,12,142230990,27584057
2019,21,142231010,27603023
2019,20,139562214,26317786
2019,20,139557962,26323203
2019,5,139562236,26317793
2019,5,139562234,26317792
2019,12,139562249,26317800
2019,12,139557985,26323207
2019,3,139562270,26323208
2019,3,139562269,26315007
2019,3,139557990,26323209
2019,18,142230039,27602840
2019,18,142230044,27602843
2019,2,142230061,27602847
2019,19,142230098,27602853
2019,12,142230108,27602855
2019,18,142230148,27602866
2019,17,142230167,27602871
2019,12,142230174,27602873
2019,12,142230187,27602875
2019,12,142230210,27602881
2019,12,142230215,27602883
2019,12,142230217,27602885
2019,10,142230245,27602891
2019,12,142230263,27602893
2019,12,142230309,27602900
2019,12,142230317,27602903
2019,19,142230326,27602905
2019,12,142230337,27602909
2019,20,142230345,27602910
2019,20,142230355,27602913
2019,12,142230364,27602917
2019,20,142230371,27602919
2019,20,142230377,27602922
2019,20,142230396,27602925
2019,12,142230415,27602929
2019,12,142230416,27602930
2019,20,141196731,27306886
2019,12,142491926,27657889
2019,3,142491943,27657895
2019,9,142506349,27676823
2019,3,142491944,27657896
2019,12,142506408,27676831
2019,20,142506418,27676834
2019,20,143032444,27830975
2019,12,143847597,28093076
2019,18,143858985,28099272
2019,20,143852235,28093006
2019,20,143847243,28093010
2019,19,143852251,28093017
2019,20,143859080,28099284
2019,12,143847330,28093030
2019,20,143847370,28093038
2019,12,143847440,28093052
2019,12,141196410,27306836
2019,9,141196423,27306838
2019,12,141196425,27306840
2019,12,141186451,27301812
2019,12,141196437,27306844
2019,12,141196436,27306843
2019,19,141196440,27306845
2019,12,141196453,27306846
2019,12,141196455,27306847
2019,20,141186401,27301800
2019,20,141196362,27306832
2019,19,141196582,27306868
2019,12,142230642,27602964
2019,19,142230469,27602937
2019,12,142230619,27602957
2019,20,142175624,27602972
2019,12,142230771,27602985
2019,12,142175634,27602990
2019,12,142230835,27602996
2019,20,142230889,27584055
2019,10,142231012,27603024
2019,11,142231020,27603025
2019,12,142231022,27603026
2019,9,142231023,27584059
2019,12,142231042,27603029
2019,3,142231073,27603031
2019,20,142230024,27602838
2019,18,142230033,27602839
2019,12,142230054,27602846
2019,20,142230012,27602836
2019,20,142230067,27602848
2019,12,142230079,27602850
2019,19,142230104,27602854
2019,20,142230115,27602857
2019,20,142230114,27602856
2019,12,142230125,27602859
2019,20,142230139,27602863
2019,12,142230149,27602867
2019,18,142230159,27602869
2019,20,142230158,27602868
2019,12,142230173,27602872
2019,12,142230198,27602877
2019,12,142230229,27602887
2019,12,142230281,27602897
2019,19,142230286,27602898
2019,9,142230315,27602902
2019,20,142230350,27602911
2019,20,142230375,27602920
2019,18,142230376,27602921
2019,18,142230378,27602923
2019,12,142230414,27602928
2019,12,141196639,27306876
2019,20,141196727,27306883
2019,12,141196776,27306889
2019,3,141196778,27306890
2019,20,141196782,27306891
2019,12,141196796,27306892
2019,10,141196810,27306893
2019,12,141196813,27306894
2019,12,141196815,27306896
2019,12,141196814,27306895
2019,12,142491953,27657897
2019,12,142491997,27657902
2019,12,142492004,27671948
2019,20,142506425,27676836
2019,3,142492010,27657906
2019,12,143038191,27839781
2019,20,145499919,28560768
2019,12,145519757,28572715
2019,18,145499983,28560786
2019,18,145500006,28560790
2019,12,145500009,28560791
2019,12,145500021,28560793
2019,12,145500022,28560794
2019,12,145500039,28560798
2019,12,145500141,28560814
2019,12,145500144,28560815
2019,12,145500161,28560818
2019,18,145520048,28572767
2019,19,145500206,28560831
2019,12,145500209,28572769
2019,12,145520094,28572770
2019,18,145520103,28572774
2019,9,145500229,28560837
2019,12,145520137,28572781
2019,20,145520153,28572784
2019,20,145520156,28560851
2019,12,145500307,28560853
2019,18,145500318,28560859
2019,18,145500319,28560860
2019,3,145520208,28572790
2019,17,145520202,28572787
2019,20,145500371,28572789
2019,20,145500394,28560867
2019,12,145500414,28560873
2019,18,145500427,28560876
2019,12,145500460,28560880
2019,20,145500457,28572803
2019,19,145500522,28560891
2019,12,145500525,28560892
2019,12,145500531,28572815
2019,9,145500535,28560895
2019,12,145520389,28560896
2019,18,145500554,28572819
2019,19,145499906,28572710
2019,10,145499930,28560772
2019,12,145499944,28560773
2019,18,145499945,28560774
2019,20,145519793,28572719
2019,2,145499956,28560778
2019,12,145519827,28572725
2019,9,145499981,28560784
2019,9,145499982,28560785
2019,9,145499980,28560783
2019,12,145499996,28560789
2019,12,145519853,28572735
2019,18,145500026,28560795
2019,12,145500038,28560797
2019,18,145500053,28560799
2019,18,145500057,28560800
2019,12,145500069,28560804
2019,20,145500151,28560816
2019,20,145500163,28560819
2019,22,145500171,28560822
2019,18,145500179,28560824
2019,20,145500237,28572776
2019,10,145500259,28560843
2019,12,145520284,28572802
2019,10,145500470,28572809
2019,10,145520305,28572807
2019,20,145500493,28560885
2019,20,145520360,28572813
2019,12,145500568,28560900
2019,12,145520471,28572830
2019,19,145500663,28560908
2019,12,145500772,28572846
2019,5,145520617,28572851
2019,19,145520653,28572861
2019,12,145500868,28572863
2019,20,145520686,28560933
2019,20,145500900,28560932
2019,18,145520700,28572867
2019,20,145500914,28572866
2019,20,145500935,28572868
2019,20,145500944,28560936
2019,3,145500961,28560940
2019,2,145520732,28572871
2019,20,145500982,28560944
2019,19,145520747,28572874
2019,12,145520754,28572876
2019,3,145500991,28560945
2019,20,145520775,28572880
2019,12,145501072,28560964
2019,12,145520833,28572885
2019,20,145520845,28572887
2019,12,145501151,28560978
2019,12,145520881,28560987
2019,20,145521194,28560992
2019,18,145521217,28560995
2019,20,145520913,28572901
2019,19,145521234,28560999
2019,12,145521247,28561002
2019,20,145521253,28561004
2019,12,145521254,28561005
2019,20,145521276,28561010
2019,11,145521325,28561016
2019,12,145521394,28561024
2019,19,145521400,28561025
2019,3,145521474,28561032
2019,20,145521036,28572915
2019,20,145521052,28561033
2019,20,145521523,28561038
2019,18,145521567,28572931
2019,12,143858980,28104055
2019,20,145520395,28560897
2019,20,145520442,28560903
2019,20,145500631,28560906
2019,17,145520465,28572828
2019,18,145500690,28560910
2019,4,145500717,28572836
2019,12,145500716,28560912
2019,9,145500729,28560913
2019,9,145520530,28572838
2019,19,145500734,28572839
2019,12,145500751,28560915
2019,20,145520553,28572841
2019,3,145520559,28572843
2019,9,145520561,28560916
2019,20,145500771,28572845
2019,20,145520575,28560918
2019,12,145520602,28560921
2019,19,145500825,28560924
2019,9,145520628,28572854
2019,9,145520626,28572853
2019,19,145500846,28572856
2019,20,145520631,28560926
2019,2,145500858,28560927
2019,20,145500864,28560929
2019,18,145520663,28572862
2019,20,145500881,28572865
2019,20,145500890,28560931
2019,14,145500878,28560930
2019,12,145500959,28560939
2019,20,145500963,28560942
2019,20,145520731,28572872
2019,20,145520740,28572873
2019,10,145500977,28560943
2019,20,145501020,28560948
2019,12,145520766,28560951
2019,20,145501022,28560949
2019,20,145501028,28560953
2019,18,145520773,28572879
2019,12,145501031,28560954
2019,20,145520770,28572877
2019,20,145501033,28560956
2019,20,145501032,28560955
2019,12,145501036,28560957
2019,10,145501038,28560958
2019,12,145520783,28560959
2019,20,145501041,28560961
2019,20,145520796,28560963
2019,18,145501073,28560965
2019,20,145520815,28560968
2019,12,145501086,28560967
2019,4,145501110,28560970
2019,12,145520840,28572886
2019,2,145520846,28572888
2019,19,145501122,28572890
2019,19,145501127,28560972
2019,19,145501132,28560973
2019,20,145520853,28560974
2019,20,145520862,28572892
2019,18,145501149,28560977
2019,18,145501152,28560979
2019,20,145501160,28572895
2019,12,145501157,28560980
2019,18,145520870,28560981
