"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2019,16,122851495,19,9,13381333
2019,4,122855974,1,11,13384669
2019,5,122851555,1,9,13381343
2019,8,122851555,2,9,13381345
2019,8,122851577,9,9,13384673
2019,4,122851621,16,1,13381354
2019,17,122851621,12.98,1,13381355
2019,8,122851642,50,9,13381357
2019,5,122850297,2.5,1,13381089
2019,16,122854650,1,1,13384457
2019,12,122854650,1,11,13384456
2019,5,122850472,42.5,4,13381111
2019,12,122854767,0.56,1,13381114
2019,12,122850823,2.27,1,13381180
2019,12,122850846,0.24,1,13381186
2019,8,122850953,1,9,13381221
2019,12,122855498,1.5,9,13384578
2019,5,122855576,1,9,13384593
2019,12,122855599,0.49,1,13384597
2019,2,122851070,1,9,13384602
2019,8,122851070,2,9,13381253
2019,5,122851124,1,11,13381266
2019,8,122851155,2,9,13384613
2019,4,122855698,21,5,13384610
2019,8,122855698,28,9,13384611
2019,18,122855698,,,13384612
2019,4,122855841,0.39,1,13381290
2019,8,122855841,1,9,13381291
2019,8,122851297,2,9,13381300
2019,12,122851308,0.56,1,13381303
2019,4,122851318,0.5,1,13384651
2019,5,122851356,2,9,13384654
2019,5,122851366,1,9,13381306
2019,4,122855913,1,11,13381315
2019,12,122851436,0.12,1,13381322
2019,4,122851436,8.2,1,13381321
2019,16,122851436,5,9,13381323
2019,5,122851451,4,1,13381326
2019,5,122851466,1,3,13384664
2019,16,122855955,0.37,1,13381330
2019,4,122856041,1.9,1,13384684
2019,4,122851669,1,9,13381361
2019,17,122851669,3,9,13381363
2019,12,122851669,1,9,13381362
2019,8,122856072,100,9,13381372
2019,8,122851733,1,1,13381378
2019,17,122856115,2,9,13384701
2019,8,122851771,1,9,13381385
2019,5,122851791,1,1,13381390
2019,16,122851821,3,9,13381397
2019,5,122851821,2,9,13381396
2019,11,122856161,1,1,13381398
2019,8,122856242,1,9,13384722
2019,8,122851927,1,9,13381410
2019,8,122851947,1,9,13381416
2019,5,122851947,1,9,13381415
2019,17,122851947,1,9,13381417
2019,12,122851964,2,9,13381423
2019,5,122851970,1,9,13381424
2019,8,122856292,1,9,13384729
2019,12,122852061,0.47,1,13381438
2019,5,122856358,1,1,13384740
2019,12,122856366,1,1,13384742
2019,12,122849981,1,11,13381031
2019,5,122849997,1.85,1,13381038
2019,12,122849997,31.69,1,13381039
2019,12,122829431,14.87,1,13384415
2019,12,122829443,16.58,1,13384419
2019,2,122850911,3,9,13381212
2019,12,122855663,32.7,1,13381270
2019,4,122855663,6.58,1,13381268
2019,5,122855671,2.5,1,13384608
2019,4,122855848,1.4,1,13384644
2019,12,122855853,2,9,13384646
2019,8,122855853,1,9,13384645
2019,5,122851291,12,9,13381299
2019,5,122851368,57,1,13381307
2019,17,122851368,2,9,13384655
2019,8,122851368,3,1,13381308
2019,4,122856061,2,5,13381366
2019,12,122856061,1,1,13381367
2019,5,122851750,195.76,9,13384699
2019,8,122856122,1,9,13384703
2019,5,122829573,12.53,1,13381088
2019,3,122829573,11.48,1,13384441
2019,7,122854707,4,9,13384464
2019,16,122851001,2,9,13381235
2019,12,122855604,2.54,1,13384599
2019,12,122851088,6.3,1,13381258
2019,8,122851131,1,9,13381269
2019,12,122851188,1,1,13381280
2019,5,122855833,1,9,13381288
2019,12,122855842,6.6,1,13381292
2019,12,122855895,0.4,1,13384656
2019,8,122855983,1,9,13381340
2019,8,122856046,6,9,13384686
2019,5,122851710,1,11,13381373
2019,12,122856103,1.74,1,13384698
2019,5,122851805,1.24,9,13381395
2019,12,122849924,4.3,1,13381026
2019,5,122849984,5.2,1,13381032
2019,16,122849988,1,9,13381035
2019,5,122850021,2.9,1,13381045
2019,12,122850021,2.37,1,13381046
2019,16,122850093,0.9,1,13381058
2019,2,122850242,2.2,1,13381081
2019,5,122854619,1,9,13384450
2019,17,122850357,0.1,1,13384451
2019,12,122850438,1.12,1,13381110
2019,5,122850536,13.96,1,13381132
2019,12,122850541,1.34,1,13381135
2019,5,122855338,8.23,1,13381176
2019,8,122855338,5.48,1,13381177
2019,8,122850840,7.5,9,13381182
2019,5,122850921,1.49,1,13381213
2019,12,122850921,1.72,1,13381214
2019,4,122851023,13.46,1,13381244
2019,5,122851068,1,9,13381252
2019,12,122855655,2,1,13384604
2019,17,122855655,1,1,13381262
2019,8,122851603,,,13384680
2019,7,122851701,1,11,13384693
2019,5,122856164,1,9,13384711
2019,12,122856166,0.5,1,13384712
2019,12,122854644,0.5,9,13384453
2019,5,122850126,1,9,13381062
2019,12,122850381,0.99,1,13384458
2019,12,122850397,41.43,1,13381102
2019,17,122850428,1,11,13381105
2019,12,122850497,1.15,1,13381122
2019,12,122854800,4.79,1,13384475
2019,5,122854800,8.47,1,13384473
2019,8,122850559,13,9,13381138
2019,12,122850559,36.6,1,13381139
2019,12,122854894,0.84,1,13384491
2019,12,122850600,3,9,13381151
2019,5,122855056,1,9,13384507
2019,4,121578122,1.4,1,13113998
2019,12,121564338,0.5,1,13108284
2019,5,121578194,0.95,1,13114006
2019,5,121564363,1.2,1,13108289
2019,17,121564384,1,9,13108292
2019,5,121564392,1.1,1,13108293
2019,5,121579910,0.6,1,13108297
2019,12,121564471,1.9,1,13108302
2019,5,121564539,1,9,13108310
2019,8,121584602,12,9,13108325
2019,8,121578277,75,9,13108336
2019,12,121584646,1.12,1,13108337
2019,12,121584682,0.2,1,13119176
2019,12,121578300,1,1,13114025
2019,8,121584769,4,9,13108380
2019,5,121584769,2,9,13108379
2019,16,121584802,1,9,13108387
2019,12,122849972,1,11,13381030
2019,8,122829277,58,9,13384394
2019,5,122829277,1,9,13384393
2019,12,122850038,0.7,1,13381048
2019,16,122850243,100,9,13381083
2019,12,122850243,12,9,13381082
2019,12,122854634,1,9,13381097
2019,12,122854735,0.53,1,13384466
2019,17,122850643,1,9,13381158
2019,12,122850822,0.78,1,13381178
2019,4,122855413,0.15,1,13384562
2019,5,122855570,4.19,1,13381247
2019,5,122855662,1,1,13384606
2019,8,122855662,7,9,13384607
2019,4,122855689,0.36,1,13381272
2019,12,122851197,1,1,13381281
2019,12,122855844,12,9,13384643
2019,5,122851386,3,9,13381313
2019,8,122851420,1,7,13384660
2019,16,122851498,1,9,13381334
2019,12,122855969,8.53,1,13381338
2019,5,122855984,2.33,1,13381341
2019,5,122851570,1,9,13381347
2019,12,122851580,2.96,1,13384676
2019,16,122851592,1,9,13381351
2019,5,122851592,1,9,13384677
2019,8,122856040,14,9,13384683
2019,12,122856040,39.86,1,13381358
2019,5,122851662,0.9,1,13384685
2019,8,122856056,6,9,13381365
2019,4,122856056,1.25,1,13381364
2019,12,122856056,1.95,1,13384690
2019,12,122851691,8.77,1,13381368
2019,12,122851727,0.72,1,13381377
2019,5,122851759,1,1,13384702
2019,5,122851783,4.7,1,13381388
2019,5,122851787,0.4,1,13381389
2019,8,122851818,4,9,13384709
2019,12,122856191,1,9,13384716
2019,8,122856191,1,9,13381404
2019,17,122851901,55.8,1,13381407
2019,16,122851944,4,9,13381414
2019,17,122851980,1,9,13381426
2019,5,122851980,1,9,13381425
2019,5,122851986,1,9,13381428
2019,5,122856285,1,9,13384727
2019,5,122851993,1,7,13381429
2019,12,122852017,0.89,1,13381432
2019,5,122852017,2.89,9,13381431
2019,12,122852059,0.4,1,13381436
2019,8,122852072,18,9,13381439
2019,8,122852102,1,9,13381442
2019,5,122856402,4,9,13384749
2019,5,122856410,1,9,13384753
2019,5,122856414,1,9,13384754
2019,17,122852160,2.37,9,13381449
2019,5,122852162,1,1,13384759
2019,5,122852172,5.46,1,13381450
2019,5,122852209,1,9,13381455
2019,5,122852260,3,1,13381461
2019,5,122852283,0.97,1,13381466
2019,5,117414129,0.56,1,11764001
2019,8,117414150,1,9,11764005
2019,5,117414150,1,9,11760064
2019,12,117414202,1.2,1,11769080
2019,5,117414202,0.5,1,11760076
2019,15,117422049,84,1,11769091
2019,5,117414223,0.85,1,11769092
2019,5,117422068,1,7,11769100
2019,12,117422086,1.2,7,11769104
2019,5,117419057,1,9,11760094
2019,5,117422125,1.33,1,11769110
2019,4,117419059,1,9,11760095
2019,5,117422139,1,9,11769112
2019,8,117422139,2,9,11769113
2019,5,117422149,0.7,1,11764043
2019,12,117422160,2,9,11769118
2019,8,117422160,2,9,11769117
2019,5,117419095,1,1,11769120
2019,8,117422191,5,9,11769126
2019,5,117422200,1,9,11760106
2019,5,117422219,1,1,11769134
2019,8,117419173,1,9,11760114
2019,5,117422248,4,9,11769140
2019,16,117422250,1,9,11760116
2019,5,117419191,1,1,11769142
2019,11,117419195,1,9,11769145
2019,8,117419195,5,9,11769144
2019,12,117419220,2.58,1,11769148
2019,5,117419250,4.29,1,11760122
2019,8,117422299,3,9,11769155
2019,8,117422302,1,1,11769156
2019,8,117422316,13,9,11769158
2019,16,117419278,1,9,11760126
2019,5,117422316,1,9,11769157
2019,5,117422351,99.82,1,11769165
2019,8,117419296,1,9,11760130
2019,17,117422371,2,9,11769169
2019,5,117422385,2.76,1,11769171
2019,5,117422399,20.42,1,11769173
2019,5,117422407,16.2,1,11769176
2019,12,117422407,0.1,1,11769177
2019,17,117422429,1,3,11769182
2019,5,117422457,1.38,1,11769185
2019,16,117419354,6,9,11760139
2019,5,117419354,1,9,11760137
2019,8,117419354,5,9,11760138
2019,4,117422551,1,9,11769193
2019,12,117422551,1,9,11769195
2019,8,117422551,1,9,11769194
2019,16,117422555,1,9,11769196
2019,5,115743707,1,9,11296765
2019,5,115743726,2,9,11289740
2019,5,115738351,1,9,11289749
2019,5,117421625,1,11,11769028
2019,5,117418641,1,9,11769032
2019,5,117418641,1,1,11763947
2019,5,117421685,1.28,1,11763952
2019,12,117421698,3.45,1,11769034
2019,5,117418906,1,9,11763996
2019,12,117418906,1,9,11760056
2019,8,117418906,1,9,11769057
2019,5,117422019,2.36,1,11769081
2019,5,117414215,140,1,11764023
2019,5,117422037,1,9,11769086
2019,8,117422047,22,9,11769090
2019,5,117422053,1,9,11769093
2019,4,117422054,4,9,11760083
2019,16,117422054,15,9,11760085
2019,8,117422054,2,9,11760084
2019,8,117422058,1,9,11769096
2019,12,117422060,2.22,1,11769097
2019,12,117422062,1,1,11769099
2019,4,117422062,1,1,11769098
2019,5,117422103,1.59,1,11769107
2019,4,117422104,4,1,11769108
2019,16,117422128,1,9,11769111
2019,5,117422141,1,9,11769114
2019,15,117422168,1,9,11769122
2019,8,117422168,1,9,11769121
2019,4,117422190,0.57,1,11769124
2019,12,117422190,64.3,1,11769125
2019,5,117422193,28,1,11769127
2019,5,117419126,2,1,11760105
2019,16,117422226,1,9,11769136
2019,4,117422251,0.48,1,11769141
2019,8,117422253,2,9,11769143
2019,5,117422254,15.63,1,11769146
2019,5,117422258,4,9,11769147
2019,5,117422272,1,9,11769149
2019,8,117422288,6,9,11769151
2019,15,117422288,3,9,11769152
2019,5,117419248,1.5,1,11760121
2019,12,117422324,36.3,1,11769159
2019,12,117422338,1.39,1,11769160
2019,11,117422340,1,1,11769161
2019,8,117422348,2,9,11769162
2019,12,117422348,1,9,11769163
2019,5,117422355,1,1,11769166
2019,5,117422400,1,9,11769174
2019,5,117422431,1,9,11769183
2019,16,117422442,2,9,11769184
2019,5,117422443,0.66,1,11760136
2019,16,117422458,1,9,11769186
2019,5,117422518,3.76,1,11769189
2019,4,117422530,2,9,11769190
2019,16,117422530,9,9,11769191
2019,4,117422568,2,9,11769198
2019,5,117422584,1,9,11769199
2019,2,117422585,1,9,11769200
2019,5,117422590,1,7,11769202
2019,8,117422591,11,9,11769203
2019,8,117422597,10,9,11769204
2019,5,117422614,1,9,11769205
2019,8,117422635,1,9,11769207
2019,5,117422650,1,1,11769211
2019,5,117422656,1,1,11769212
2019,5,117422661,1,7,11769213
2019,5,117422667,1,9,11769215
2019,9,117422695,,,11769216
2019,5,117422703,4,1,11769217
2019,12,117422704,1,9,11769219
2019,4,117422704,1,9,11769218
2019,12,117422707,2,9,11769222
2019,8,117422707,1,9,11769221
2019,5,117422707,1,9,11769220
2019,12,117422709,1,9,11769224
2019,4,117422709,1,9,11769223
2019,17,117422720,1,9,11769227
2019,8,117422720,1,9,11769226
2019,8,117422729,4,9,11769229
2019,5,117422729,2,9,11769228
2019,5,117422735,1,9,11769230
2019,8,117422735,3,9,11769231
2019,5,117422737,4,9,11769232
2019,8,117422760,1,9,11769240
2019,5,117422760,1,9,11769239
2019,8,117422770,5,9,11769241
2019,12,117422780,1,9,11769243
2019,2,117422791,1,9,11769246
2019,16,117422791,3,9,11769247
2019,16,117422792,2,9,11769248
2019,12,117422794,1,9,11769249
2019,8,117422806,2,9,11769253
2019,5,117422806,1,9,11769252
2019,5,117422811,1,9,11769254
2019,16,117422812,1,9,11769257
2019,5,117422812,3,1,11769255
2019,8,117422812,1,7,11769256
2019,4,117422828,4,1,11769260
2019,4,117422841,3,9,11769261
2019,4,117422858,1,9,11769266
2019,5,117422879,1,9,11769268
2019,8,117422886,2,9,11769272
2019,4,117422888,1,9,11769273
2019,8,117422891,95,9,11769274
2019,12,117422896,1,9,11769276
2019,8,117422897,1,9,11769278
2019,5,117422897,1,9,11769277
2019,5,117422912,1,1,11769279
2019,5,117422913,2,9,11769280
2019,2,117422915,1,9,11769281
2019,12,117422916,1,9,11769282
2019,5,117422918,1,9,11769283
2019,2,117422932,1,9,11769284
2019,5,117421627,3,1,11769029
2019,12,117418737,0.58,1,11760032
2019,5,117413898,1,11,11763944
2019,5,117413898,3,9,11763943
2019,5,117413911,1,9,11763948
2019,5,117413912,1,9,11763949
2019,5,115733975,1.5,1,11289665
2019,12,115738040,1,1,11289671
2019,8,115738293,1,9,11296766
2019,5,115743787,1,9,11296772
2019,17,115743795,1,9,11285779
2019,5,115743795,3,9,11285778
2019,8,115744382,1,9,11289763
2019,5,117802371,2,9,11845989
2019,8,117802422,1,7,11845994
2019,4,122854633,1.57,1,13381095
2019,12,122854633,2.57,1,13381096
2019,5,122850592,5,1,13381144
2019,4,122851075,0.35,1,13381254
2019,5,122829176,2.8,1,13384383
2019,5,122829238,11.7,1,13384389
2019,12,122850429,27.7,1,13381107
2019,4,122850429,0.41,1,13381106
2019,5,122854813,0.8,1,13384481
2019,12,122854961,5.9,1,13381154
2019,12,122855050,3.49,1,13384506
2019,4,122855187,0.52,1,13381172
2019,12,122855187,0.8,1,13384524
2019,4,122850778,0.23,1,13384537
2019,5,122829192,134.5,1,13384384
2019,5,122829211,300,9,13384385
2019,5,122850202,0.1,1,13384426
2019,5,122850473,50.72,1,13381112
2019,4,122854788,0.84,1,13381125
2019,5,122854788,0.72,1,13381126
2019,5,122854804,59.96,1,13384479
2019,5,122854814,0.5,1,13384482
2019,5,122854900,1,9,13381149
2019,12,122854900,1,9,13381150
2019,12,122850690,5.88,1,13384508
2019,4,122855353,30,5,13384551
2019,16,122855367,1,9,13384554
2019,8,122855406,4,9,13384560
2019,5,122855406,1,9,13384559
2019,5,122829214,1.9,1,13384386
2019,12,122829214,1.6,1,13384387
2019,12,122829292,0.83,1,13384398
2019,4,122829292,0.27,1,13384397
2019,12,122829302,0.57,1,13384400
2019,4,122849992,4.2,1,13381036
2019,8,122829468,3,1,13384423
2019,12,122850220,2.25,1,13381075
2019,7,122850220,1.14,1,13384430
2019,12,122850583,1.6,1,13381143
2019,8,122850891,,,13384563
2019,5,122855562,2,1,13384590
2019,12,122851098,1,1,13384603
2019,12,122855688,1,1,13384609
2019,5,122855768,9,9,13384630
2019,8,122855768,4,9,13384631
2019,4,122855863,6.25,1,13384649
2019,17,122851574,1,9,13381349
2019,12,122856018,0.9,1,13384681
2019,5,122856019,10,1,13384682
2019,5,122851781,35,9,13381387
2019,12,122851798,8,9,13381393
2019,16,122851798,2,9,13381394
2019,5,122851798,5,9,13381392
2019,12,122856177,1,1,13384715
2019,16,122856177,1,9,13381400
2019,5,122856187,1,9,13381403
2019,8,122851953,4,9,13381419
2019,5,122852020,3,9,13381433
2019,4,122856321,3,9,13381434
2019,12,122856321,1,9,13384733
2019,8,122856321,2,9,13384732
2019,4,122852033,1,9,13381435
2019,16,122852093,2.15,1,13381441
2019,12,122856384,4.48,1,13384745
2019,5,122856384,4.2,1,13384744
2019,5,122852123,2,9,13381443
2019,12,122856466,1.55,1,13384760
2019,16,122856510,30,9,13384764
2019,4,122856537,0.67,1,13384769
2019,2,122856578,0.93,1,13384775
2019,5,122856578,2.4,1,13384776
2019,4,122856735,8.68,9,13384798
2019,12,122856819,1.2,1,13384805
2019,5,122856833,1.2,1,13384809
2019,8,122856879,3,9,13384811
2019,5,122856921,1,9,13384818
2019,5,122856940,1.44,1,13384820
2019,8,122852465,1,9,13381486
2019,8,122856965,1,9,13384823
2019,8,122856974,2,9,13384824
2019,12,122856984,0.43,1,13384826
2019,5,122856984,2.17,1,13384825
2019,5,122857113,1,1,13384839
2019,12,122829405,0.3,1,13384412
2019,5,122850410,1,1,13381103
2019,5,122829449,4.1,1,13384420
2019,12,122854853,0.9,1,13384483
2019,4,122854986,0.95,1,13381157
2019,12,122854986,0.1,1,13384502
2019,16,122854986,26,9,13384503
2019,5,122850964,3,9,13381222
2019,8,122851017,3,9,13381240
2019,5,122851017,3,9,13381239
2019,12,122851037,2,9,13384594
2019,1,122850004,,,13381043
2019,5,122829385,8,1,13384405
2019,5,122829401,3,1,13384408
2019,7,122850140,2,9,13381065
2019,5,122850140,0.5,1,13381064
2019,16,122829425,1,1,13381069
2019,5,122829488,7.1,1,13384425
2019,5,122850221,33.3,1,13384431
2019,5,122850271,1.3,1,13381087
2019,5,122850488,15.43,1,13384467
2019,2,122850488,0.46,1,13381116
2019,5,122850595,1,9,13381145
2019,12,122855315,4.5,1,13384544
2019,16,122855415,1,9,13381202
2019,16,122850878,,,13381201
2019,5,122850905,1,11,13381208
2019,5,122855600,1,9,13384598
2019,8,122855775,1,9,13384634
2019,12,122851272,1.1,1,13381293
2019,5,122851444,1,9,13381324
2019,1,122851444,1,9,13384661
2019,17,122851444,5,9,13381325
2019,12,122855939,1,1,13384663
2019,12,122855976,1,9,13381339
2019,11,122855976,1,9,13384670
2019,6,122856062,1,9,13384691
2019,12,122856110,1.28,1,13381383
2019,5,122851767,2.81,8,13381384
2019,5,122856133,7,9,13384705
2019,5,122851887,1,1,13381405
2019,5,122856213,1,9,13384719
2019,12,122854734,5.11,1,13384465
2019,12,122850487,0.5,1,13381115
2019,4,122854809,1,11,13381129
2019,12,122829486,0.1,1,13384424
2019,12,122854809,1,11,13384480
2019,12,122854819,1,9,13381130
2019,4,122850549,0.7,1,13381137
2019,12,122850589,0.82,1,13384493
2019,5,122850589,11.32,1,13384492
2019,16,122855090,1,9,13384510
2019,8,122855090,2,9,13381163
2019,5,122855168,21.56,1,13384519
2019,17,122855183,1,9,13384523
2019,5,122855208,1,11,13384531
2019,12,122855504,0.54,1,13381226
2019,5,122855717,1,9,13384615
2019,17,122855727,2.49,1,13384620
2019,12,122855793,0.46,1,13384637
2019,4,122855793,1.48,1,13384636
2019,8,122851513,1,9,13381335
2019,5,122851752,1,11,13381381
2019,5,122856153,1,9,13384708
2019,4,122829466,13.36,1,13381073
2019,12,122829466,28.42,1,13384422
2019,12,122850283,4,1,13384440
2019,12,122854966,13,1,13381155
2019,4,122854966,1.65,1,13384500
2019,5,122850725,10,1,13384514
2019,5,122850881,5.73,1,13381203
2019,12,122850141,1,11,13381066
2019,5,122829332,29,1,13384402
2019,12,122850120,1,1,13381061
2019,5,122829296,0.7,1,13384399
2019,12,122850150,4.73,1,13381068
2019,5,122850850,1,1,13381188
2019,5,122850901,1,9,13384564
2019,12,122850960,0.42,1,13384579
2019,5,122855522,1,1,13384586
2019,5,122855605,56,1,13384600
2019,5,122855735,1,3,13384622
2019,17,122855758,1,9,13384628
2019,12,122855770,0.78,1,13384633
2019,4,122855770,0.75,1,13384632
2019,8,122851163,5,9,13381278
2019,4,122851163,0.5,1,13381277
2019,12,122855825,1,9,13384642
2019,12,122851274,42.1,1,13381294
2019,12,122855914,0.3,1,13381316
2019,12,122855938,0.1,1,13381328
2019,5,122851475,2,9,13381329
2019,5,122829422,0.2,1,13384414
2019,4,122850151,1.22,1,13384417
2019,12,122850182,1,11,13381072
2019,12,122850212,2,7,13381074
2019,12,122855450,1,9,13384567
2019,17,122855450,9,9,13384568
2019,8,122855467,1,9,13384572
2019,5,122855583,0.5,1,13381248
2019,12,122851159,1,1,13381275
2019,4,122851159,1,1,13381274
2019,17,122855726,139,9,13384619
2019,4,122855726,1,9,13384617
2019,12,122855726,1,9,13384618
2019,12,122851572,9,1,13381348
2019,8,122851579,1,9,13384675
2019,5,122851614,1,9,13381353
2019,5,122856254,1,9,13384723
2019,5,122856258,9.34,1,13384724
2019,17,122856259,1,9,13384725
2019,5,122856266,5.47,1,13384726
2019,5,122856318,2,1,13384731
2019,8,122856337,1,9,13384735
2019,5,122856338,5.63,1,13384736
2019,8,122856387,2,9,13384746
2019,12,122856416,2,1,13384755
2019,16,122856428,2,9,13384757
2019,12,122852242,0.3,1,13381458
2019,12,122829433,4.86,1,13384416
2019,8,122850416,4,9,13384461
2019,12,122850809,1.8,1,13384550
2019,4,122850844,2.21,1,13381184
2019,8,122850844,3,9,13381185
2019,12,122855392,1.9,1,13384555
2019,5,122855453,2,9,13384569
2019,8,122855453,12,9,13384570
2019,12,122850926,1,1,13384573
2019,13,122851158,3,9,13381273
2019,8,122855748,29,1,13384625
2019,4,122855794,0.1,1,13384638
2019,16,122851187,1,9,13384641
2019,5,122851187,2,9,13384640
2019,5,122851299,1,1,13381301
2019,12,122851429,14.7,1,13381318
2019,17,122851429,1.84,1,13381319
2019,5,122851483,9.78,1,13384666
2019,5,122856055,5,1,13384689
2019,17,122856074,1,9,13381375
2019,16,122851731,1,9,13384696
2019,5,122851811,1,9,13384707
2019,5,122856162,1,9,13384710
2019,5,122856205,1.8,1,13381408
2019,16,122856209,4,9,13384718
2019,8,122856209,4,9,13384717
2019,12,122856234,5,9,13384720
2019,12,122856287,1,9,13384728
2019,8,122856325,6,9,13384734
2019,8,122856352,1,9,13384737
2019,4,122856361,1,9,13384741
2019,2,122852120,1.44,1,13384756
2019,8,122856442,100,9,13384758
2019,5,122852158,1,9,13381447
2019,8,122852158,2,9,13381448
2019,5,122856480,2,9,13384762
2019,16,122856513,2,9,13384765
2019,5,122856532,2,1,13384768
2019,5,122856555,1,1,13384771
2019,16,122856566,3,9,13384772
2019,5,122856575,1,1,13384773
2019,5,122856733,0.1,1,13384797
2019,16,122856742,1,9,13384799
2019,5,122856818,1.48,1,13384804
2019,5,122856874,1,9,13384810
2019,5,122852429,4.57,1,13384812
2019,2,122856880,2.8,1,13384813
2019,5,122856880,4.19,1,13384814
2019,5,122856884,1,1,13384815
2019,12,122856893,1,9,13381478
2019,17,122856893,8,9,13381479
2019,17,122852460,0.41,1,13381485
2019,5,122856995,1,9,13384827
2019,5,122857011,2.54,1,13384830
2019,17,122857073,3,9,13384837
2019,2,122857092,2.13,1,13384838
2019,16,122852546,1,9,13381501
2019,17,122857115,5,9,13384843
2019,5,122857115,8.98,1,13384842
2019,12,122857119,3.12,1,13384845
2019,5,122852551,3.94,9,13381502
2019,5,122857129,2,1,13384847
2019,5,122857191,3,1,13384853
2019,5,122857194,1,9,13384854
2019,5,122857205,1,1,13384855
2019,5,122857206,3,1,13384856
2019,8,122857206,1,1,13384857
2019,5,122857208,1,9,13384858
2019,15,122857217,6.5,9,13384859
2019,5,122857232,1,1,13384860
2019,5,122857233,1,1,13384861
2019,5,122857236,1,9,13384862
2019,8,122857238,2,9,13384863
2019,8,122857247,1,9,13384864
2019,5,122857255,2,9,13384865
2019,4,122857260,2,9,13384866
2019,5,122857263,1,9,13384868
2019,18,122857263,,,13384869
2019,4,122857263,1,9,13384867
2019,5,122857267,2,9,13384870
2019,12,122857272,1,1,13384871
2019,8,122857281,1,9,13384872
2019,8,122857283,1,9,13384873
2019,12,122855365,0.8,1,13384552
2019,5,122850079,2,1,13381056
2019,16,122855553,20,9,13381246
2019,12,122855553,1.2,1,13381245
2019,17,122855568,1,9,13384592
2019,8,122855568,1,9,13384591
2019,12,122851517,0.3,1,13381337
2019,4,122851593,1,1,13381352
2019,5,122856063,0.68,1,13384692
2019,16,122856071,32,9,13381371
2019,5,122856071,7.66,1,13381369
2019,12,122856071,143.78,1,13381370
2019,8,122857284,2,9,13384875
2019,12,122857284,1,9,13384876
2019,5,122857284,1,9,13384874
2019,5,122857285,3,9,13384877
2019,5,122857287,1,9,13384878
2019,8,122857292,2,9,13384879
2019,5,122857294,1,9,13384880
2019,8,122857296,65,9,13384881
2019,16,122857296,21,9,13384882
2019,17,122857296,3,9,13384883
2019,5,122857297,2,9,13384884
2019,4,122857299,1,9,13384885
2019,5,122857300,1,9,13384886
2019,4,122857302,1,9,13384887
2019,8,122857307,1,9,13384888
2019,8,122857308,1,9,13384889
2019,5,122857309,1,9,13384890
2019,5,122857310,1,9,13384891
2019,17,122857323,1,9,13384892
2019,5,122857330,1,9,13384893
2019,5,122857331,2,9,13384894
2019,5,122857334,1,1,13384895
2019,4,122857340,1,9,13384896
2019,4,120319158,5,1,12800327
2019,16,120319158,3,9,12800329
2019,8,120285984,2,9,12792784
2019,8,120285986,1,9,12792785
2019,17,117796572,1,9,11845995
2019,5,117806846,1,9,11848101
2019,2,117806846,2,9,11848100
2019,18,117806846,,,11848102
2019,5,117806860,1,1,11848105
2019,16,117806868,2,9,11848106
2019,5,117802456,1.54,1,11846003
2019,17,117806886,0.32,1,11848108
2019,5,117802457,9,1,11846004
2019,4,117806903,25,5,11848113
2019,17,117806903,1,9,11848114
2019,18,117806948,,,11848119
2019,12,117806948,5.5,1,11848117
2019,16,117806948,27,9,11848118
2019,5,117806953,14,1,11848120
2019,5,117806977,9.3,1,11848123
2019,5,117806992,1.8,1,11846008
2019,5,117806994,2,1,11848125
2019,4,117807020,1,9,11846012
2019,12,117807026,1,9,11848129
2019,4,117807026,1,9,11848128
2019,12,117807039,13.2,1,11848130
2019,16,117807044,1,9,11848131
2019,5,117807064,9.5,1,11848132
2019,5,117802549,2,1,11846013
2019,12,117807075,1,9,11848137
2019,4,117807084,0.2,1,11848138
2019,5,117802552,1,9,11846014
2019,5,117807085,0.1,1,11848139
2019,12,117807085,50,1,11848140
2019,5,117807089,2,9,11848141
2019,5,117802556,1.48,1,11846015
2019,5,117802558,1,9,11846016
2019,5,117807101,11.43,1,11848142
2019,5,117807120,1,9,11848144
2019,16,117807120,1,9,11848145
2019,16,117807131,2,9,11848147
2019,4,117807133,1,9,11848148
2019,5,117807140,1,9,11848150
2019,5,117807155,1.39,1,11848151
2019,5,117807158,2,9,11848152
2019,17,117807176,31,9,11848153
2019,5,117807197,3,9,11848154
2019,17,117807202,52,9,11848155
2019,16,117802669,,,11848156
2019,2,117807223,1,9,11848157
2019,4,117807243,1,9,11848160
2019,8,117807262,1,9,11848161
2019,5,117807270,1,9,11848162
2019,2,117807279,0.84,1,11848163
2019,5,117807314,1,9,11848168
2019,8,117419046,3,9,11760089
2019,15,117419046,1,9,11760090
2019,17,117419046,3,9,11760091
2019,5,117419050,2.47,9,11760092
2019,4,117419071,1,1,11760098
2019,5,117422157,0.85,1,11769116
2019,5,117419105,1.1,1,11760103
2019,16,117422185,10,9,11769123
2019,12,117419120,4.1,1,11760104
2019,5,117422224,1,9,11769135
2019,8,117422294,1,9,11769153
2019,8,119172960,1,9,12364737
2019,5,116194715,0.4,1,11447503
2019,17,116194715,18.92,1,11447504
2019,8,116184746,1,9,11442535
2019,5,116194726,1.1,1,11447505
2019,8,116184750,2,9,11442536
2019,17,116194809,2,9,11447509
2019,4,116189712,1,9,11457477
