"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2019,139034671,113874316,2,"C",13,,""
2019,139040026,113868964,41,"C",47,,""
2019,139039777,113878376,49,"C",20,,"F"
2019,139039778,113874148,2,"C",20,,""
2019,139039782,113874151,5,"C",20,,""
2019,139039783,113874151,51,"C",20,,""
2019,139039786,113874152,5,"C",20,,""
2019,139039790,113874154,5,"C",20,,""
2019,139044387,113874158,5,"C",19,,""
2019,139044390,113874160,51,"C",20,,""
2019,139044389,113874160,5,"C",20,,""
2019,139044400,113874163,5,"C",20,,""
2019,139044404,113874164,23,"C",12,,""
2019,139044409,113878402,5,"C",5,,""
2019,139044410,113874167,23,"C",8,,""
2019,139039805,113878404,49,"C",24,,"F"
2019,139039804,113878404,45,"C",24,,""
2019,139044417,113874168,23,"C",12,,""
2019,139044420,113874169,2,"C",5,,""
2019,139039810,113874169,41,"C",47,,""
2019,139044430,113874176,23,"C",24,,""
2019,139034580,113874177,5,"C",25,,""
2019,139039817,113874179,51,"C",20,,""
2019,139039820,113874183,23,"C",7,,""
2019,139039831,113874186,23,"C",25,,""
2019,139039830,113874186,11,"C",25,,""
2019,139039837,113874190,23,"C",12,,""
2019,139039838,113874191,5,"C",20,,""
2019,139039839,113874192,5,"C",13,,""
2019,139044447,113874193,5,"C",20,,""
2019,139034595,113878431,5,"C",13,,""
2019,139044456,113874194,44,"C",20,,""
2019,139039840,113874195,23,"C",12,,""
2019,139039841,113874197,51,"C",20,,""
2019,139039845,113868883,16,"C",20,,""
2019,139039844,113868883,35,"C",20,,""
2019,139044469,113874200,5,"C",20,,""
2019,139044470,113878448,27,"C",18,,""
2019,139034602,113874201,36,"C",20,,""
2019,139044474,113874203,45,"C",41,,""
2019,139039850,113874204,5,"C",21,,""
2019,139039849,113874204,45,"C",21,,""
2019,139039851,113874204,49,"C",21,,"F"
2019,139044479,113874205,28,"C",24,,""
2019,139044480,113874205,23,"C",24,,""
2019,139044478,113874205,45,"C",24,,""
2019,139044483,113874206,5,"C",13,,""
2019,139039858,113874208,27,"C",13,,""
2019,139039861,113874210,45,"C",20,,""
2019,139039863,113874214,51,"C",20,,""
2019,139044493,113874215,45,"C",13,,""
2019,139044494,113874215,5,"C",13,,""
2019,139039864,113874215,14,"C",13,,""
2019,139044497,113878462,16,"C",13,,""
2019,139044495,113878462,35,"C",13,,""
2019,139044496,113878462,39,"C",13,,""
2019,139039872,113874219,49,"C",18,,"F"
2019,139039870,113874219,5,"C",18,,""
2019,139039871,113874219,21,"C",18,,""
2019,139039875,113874221,45,"C",44,,""
2019,139039877,113874223,21,"C",20,,""
2019,139039881,113874224,5,"C",20,,""
2019,139039883,113874226,49,"C",22,,"N"
2019,139039882,113874226,45,"C",22,,""
2019,139044511,113874229,16,"C",13,,""
2019,139044510,113874229,35,"C",13,,""
2019,139034610,113874231,5,"C",20,,""
2019,139034611,113874233,5,"C",19,,""
2019,139039893,113874233,49,"C",20,,"N"
2019,139039892,113874233,45,"C",20,,""
2019,139039900,113874237,21,"C",20,,""
2019,139039903,113874239,45,"C",20,,""
2019,139039904,113874239,49,"C",20,,"N"
2019,139039906,113874240,45,"C",5,,""
2019,139039905,113874240,41,"C",5,,""
2019,139039908,113874242,35,"C",20,,""
2019,139039909,113874242,16,"C",20,,""
2019,139039916,113874247,21,"C",20,,""
2019,139044538,113874251,45,"C",20,,""
2019,139044539,113874254,44,"C",25,,""
2019,139044543,113874256,5,"C",20,,""
2019,139044542,113874256,51,"C",20,,""
2019,139039929,113874259,7,"C",18,,""
2019,139039928,113874259,45,"C",18,,""
2019,139039931,113874261,51,"C",18,,""
2019,139044560,113874262,27,"C",20,,""
2019,139039934,113874265,45,"C",20,,""
2019,139040020,113878554,49,"C",4,,"N"
2019,139040054,113874343,35,"C",22,,""
2019,139040055,113874343,16,"C",22,,""
2019,139044651,113868990,44,"C",41,,""
2019,139040078,113874362,23,"C",7,,""
2019,139044665,113874364,16,"C",13,,""
2019,139044666,113874364,35,"C",13,,""
2019,139044683,113869028,46,"C",25,,""
2019,139034802,113874388,2,"C",2,,""
2019,139044714,113874389,51,"C",13,,""
2019,139040113,113874390,23,"C",8,,""
2019,139034806,113874390,16,"C",8,,""
2019,139040120,113874395,16,"C",41,,""
2019,139034812,113874395,35,"C",41,,""
2019,139040121,113878618,16,"C",23,,""
2019,139040122,113878618,35,"C",23,,""
2019,139034816,113869052,45,"C",25,,""
2019,139034817,113869052,49,"C",25,,"F"
2019,139034815,113869052,5,"C",25,,""
2019,139040126,113874402,2,"C",20,,""
2019,139034831,113874410,51,"C",20,,""
2019,139044745,113878628,39,"C",13,,""
2019,141186603,116261487,39,"C",13,,""
2019,141186604,116261487,16,"C",13,,""
2019,141186606,116261487,35,"C",13,,""
2019,141186607,116261488,5,"C",20,,""
2019,141201995,116261493,51,"C",20,,""
2019,141186617,116261496,45,"C",20,,""
2019,141186618,116261496,49,"C",20,,"F"
2019,141186620,116261498,51,"C",20,,""
2019,141186626,116261503,21,"C",20,,""
2019,141186627,116261505,29,"A",12,,""
2019,141201998,116261506,14,"A",18,,""
2019,141186632,116261510,35,"C",13,,""
2019,141186633,116261510,16,"C",13,,""
2019,141186638,116261514,23,"C",12,,""
2019,141186641,116261516,16,"C",13,,""
2019,141186640,116261516,35,"C",13,,""
2019,141186643,116261519,51,"C",20,,""
2019,141202011,116261525,16,"C",13,,""
2019,141202010,116261525,35,"C",13,,""
2019,141202012,116261525,39,"C",13,,""
2019,141186657,116261527,16,"C",13,,""
2019,141202013,116260510,35,"C",13,,""
2019,141202014,116260510,16,"C",13,,""
2019,141186661,116261531,5,"C",13,,""
2019,141186662,116261531,44,"C",13,,""
2019,141186668,116261536,5,"C",18,,""
2019,141186675,116261539,35,"C",13,,""
2019,141186681,116261545,5,"C",20,,""
2019,141186683,116261546,44,"C",20,,""
2019,141186702,116261561,51,"C",20,,""
2019,141186706,116261564,5,"C",20,,""
2019,141186710,116261568,23,"C",7,,""
2019,141186712,116261570,63,"C",20,,""
2019,141186720,116261576,35,"C",18,,""
2019,141186719,116261576,16,"C",18,,""
2019,141186725,116261581,20,"C",38,,""
2019,141202042,116261585,23,"C",7,,""
2019,141186737,116261591,35,"C",41,,""
2019,141186736,116261591,16,"C",41,,""
2019,141186740,116261594,16,"C",20,,""
2019,141186747,116261599,44,"C",20,,""
2019,141186755,116261603,51,"C",18,,""
2019,139555824,114326173,2,"C",5,,""
2019,139562159,114321599,2,"C",5,,""
2019,139555831,114326174,39,"C",45,,""
2019,139562160,114321601,51,"C",20,,""
2019,139555835,114321604,35,"C",13,,""
2019,139555834,114321604,16,"C",13,,""
2019,139555837,114326178,5,"C",20,,""
2019,139555838,114326178,51,"C",20,,""
2019,139555839,114326179,43,"C",20,,""
2019,139562211,114321650,51,"C",25,,""
2019,139555855,114326187,49,"C",20,,"N"
2019,139562215,114321659,51,"C",20,,""
2019,139555856,114326188,5,"C",20,,""
2019,139555857,114326189,21,"C",20,,""
2019,139557953,114326190,35,"C",13,,""
2019,139555862,114326191,27,"C",7,,""
2019,139557958,114320988,35,"C",20,,""
2019,139557959,114320988,27,"C",20,,""
2019,139555864,114326192,2,"C",47,,""
2019,139562238,114320994,51,"C",20,,""
2019,139555865,114326193,45,"C",20,,""
2019,139557965,114326193,49,"C",20,,"F"
2019,139562242,114326193,5,"C",20,,""
2019,139562255,114321694,49,"C",30,,"N"
2019,139562256,114321694,28,"C",25,,""
2019,139555877,114326203,45,"C",20,,""
2019,139557981,114326204,45,"C",12,,""
2019,139562264,114321698,5,"C",18,,""
2019,139555884,114321699,2,"C",20,,""
2019,139562271,114326211,16,"C",13,,""
2019,139555891,114326215,3,"C",25,,""
2019,139555894,114326217,2,"C",25,,""
2019,139562277,114321706,27,"C",14,,""
2019,139562283,114326224,5,"C",20,,""
2019,139562284,114326224,45,"C",20,,""
2019,139562285,114326224,49,"C",20,,"F"
2019,139555905,114326230,5,"C",4,,""
2019,139555906,114326230,49,"C",4,,"F"
2019,139555909,114326232,51,"C",20,,""
2019,139562250,114321686,21,"C",18,,""
2019,139557978,114321005,49,"C",20,,"N"
2019,139557989,114326212,21,"C",18,,""
2019,139555889,114326213,23,"C",12,,""
2019,139557995,114321707,51,"C",20,,""
2019,139555910,114326233,5,"C",20,,""
2019,139555911,114326233,14,"A",20,,""
2019,139555922,114321025,46,"C",12,,""
2019,139558003,114321025,41,"C",12,,""
2019,139558002,114321025,45,"C",20,,""
2019,139558004,114321715,51,"C",20,,""
2019,139555926,114326245,16,"C",13,,""
2019,139555927,114326245,35,"C",13,,""
2019,139555936,114326253,41,"C",25,,""
2019,139562304,114326253,47,"C",25,,""
2019,139555937,114326253,63,"C",25,,""
2019,139562305,114326253,11,"C",24,,""
2019,139555940,114326256,5,"C",20,,""
2019,139558009,114321029,5,"C",13,,""
2019,139555947,114326260,21,"C",20,,""
2019,139555948,114326261,21,"C",18,,""
2019,139562312,114326262,45,"C",20,,""
2019,139555952,114326264,23,"C",12,,""
2019,139555954,114326266,44,"C",46,,""
2019,139558013,114326267,45,"C",20,,""
2019,139555955,114326267,49,"C",20,,"N"
2019,139562315,114321727,39,"C",18,,""
2019,139555958,114326270,41,"C",5,,""
2019,139562317,114326270,45,"C",5,,""
2019,139558016,114326272,16,"C",20,,""
2019,139558017,114326272,28,"C",20,,""
2019,139558019,114326272,49,"C",20,,"F"
2019,139558018,114326272,45,"C",20,,""
2019,139555963,114326274,45,"C",20,,""
2019,139555962,114326274,49,"C",20,,"N"
2019,139555966,114326276,5,"C",20,,""
2019,139555967,114326277,35,"C",18,,""
2019,139555969,114326279,2,"A",21,,""
2019,139558025,114326281,49,"C",20,,"N"
2019,139555973,114326283,5,"C",20,,""
2019,139555976,114326285,2,"C",20,,""
2019,139558028,114326287,63,"C",25,,""
2019,139555980,114326289,35,"C",13,,""
2019,139555981,114326289,16,"C",13,,""
2019,139555985,114326291,27,"C",20,,""
2019,139555984,114326291,39,"C",20,,""
2019,139555983,114326291,35,"C",20,,""
2019,139555988,114326292,45,"C",24,,""
2019,139555989,114326293,23,"C",7,,""
2019,139555991,114326296,5,"C",20,,""
2019,139558034,114321733,45,"C",20,,""
2019,139562325,114326299,45,"C",13,,""
2019,139555998,114326301,14,"C",18,,""
2019,139555999,114326302,51,"C",3,,""
2019,139558037,114326303,5,"C",20,,""
2019,139558038,114326303,51,"C",20,,""
2019,139556002,114326305,51,"C",33,,""
2019,139558041,114326306,5,"C",20,,""
2019,139558042,114326306,49,"A",20,,"F"
2019,139556005,114326307,5,"C",18,,""
2019,139556004,114326307,14,"C",18,,""
2019,139556006,114326308,51,"C",38,,""
2019,139556007,114326309,5,"C",20,,""
2019,139556009,114326309,49,"C",20,,"F"
2019,139556008,114326309,45,"C",20,,""
2019,139558044,114326310,23,"C",24,,""
2019,139556010,114326311,21,"C",13,,""
2019,139556012,114326312,2,"C",20,,""
2019,139556013,114321737,14,"C",20,,""
2019,139556015,114326313,5,"C",12,,""
2019,139556014,114326313,45,"C",12,,""
2019,139556017,114326314,5,"C",20,,""
2019,139556016,114326314,49,"C",20,,"N"
2019,139556019,114326315,5,"C",25,,""
2019,139556018,114326315,28,"C",25,,""
2019,139556021,114326317,45,"C",20,,""
2019,139556022,114326318,5,"C",19,,""
2019,139556023,114326319,45,"C",20,,""
2019,139556024,114326320,14,"A",20,,""
2019,139556025,114326321,51,"C",18,,""
2019,139556026,114326322,14,"C",20,,""
2019,139556027,114326323,39,"C",13,,""
2019,139556028,114326323,27,"C",13,,""
2019,139556029,114326324,5,"C",20,,""
2019,139556032,114326325,49,"C",20,,"F"
2019,139556031,114326325,45,"C",20,,""
2019,139556030,114326325,5,"C",20,,""
2019,139556033,114326326,51,"C",46,,""
2019,139556034,114326327,5,"C",20,,""
2019,139556036,114326328,45,"C",20,,""
2019,139556037,114326328,49,"C",20,,"N"
2019,139556035,114326328,5,"C",20,,""
2019,139556038,114326329,23,"C",12,,""
2019,139556039,114326330,35,"C",13,,""
2019,139556040,114326330,16,"C",13,,""
2019,139556041,114326331,49,"C",20,,"N"
2019,139558060,114326332,35,"C",20,,""
2019,139556042,114326333,51,"C",23,,""
2019,139556043,114326334,5,"C",20,,""
2019,139556044,114326335,27,"C",13,,""
2019,139556045,114326336,5,"C",30,,""
2019,139556046,114326337,35,"C",10,,""
2019,139556047,114326337,16,"C",10,,""
2019,139556048,114326338,45,"C",24,,""
2019,139556049,114326339,5,"C",20,,""
2019,139556050,114326340,23,"C",7,,""
2019,139556054,114326342,21,"C",3,,""
2019,139556055,114326343,51,"C",20,,""
2019,139556058,114326344,45,"C",20,,""
2019,139556057,114326344,2,"C",20,,""
2019,139556056,114326344,11,"C",20,,""
2019,139556060,114326345,5,"C",18,,""
2019,139556061,114326346,45,"C",20,,""
2019,139556062,114326346,28,"C",24,,""
2019,139556064,114326347,14,"C",18,,""
2019,139556065,114326348,51,"C",20,,""
2019,139558068,114321066,51,"C",20,,""
2019,139556067,114326349,49,"C",20,,"N"
2019,139556066,114326349,45,"C",20,,""
2019,139558070,114321068,45,"C",18,,""
2019,139558071,114321068,49,"C",18,,"N"
2019,139556069,114326351,45,"C",20,,""
2019,139556070,114326351,49,"C",20,,"N"
2019,139556071,114326352,45,"C",20,,""
2019,139556072,114326353,45,"C",20,,""
2019,139556073,114326353,49,"C",20,,"N"
2019,139556076,114326355,51,"C",20,,""
2019,139556079,114326356,5,"C",18,,""
2019,139558073,114326357,5,"C",20,,""
2019,139556080,114326358,45,"C",25,,""
2019,139556082,114326359,35,"C",20,,""
2019,139556081,114326359,16,"C",20,,""
2019,139556083,114326360,14,"C",18,,""
2019,139556084,114326361,23,"C",24,,""
2019,139556087,114326364,27,"C",46,,""
2019,139556086,114326363,14,"C",18,,""
2019,139558077,114326363,63,"C",2,,""
2019,139558078,114321074,45,"C",10,,""
2019,139556088,114321075,45,"C",20,,""
2019,139556089,114326365,5,"C",25,,""
2019,139558080,114326366,27,"C",20,,""
2019,139558079,114326366,5,"C",20,,""
2019,139556090,114321076,27,"C",20,,""
2019,139556091,114326367,2,"C",5,,""
2019,139556092,114326368,51,"C",20,,""
2019,139556093,114326369,5,"C",20,,""
2019,139556094,114326370,51,"C",23,,""
2019,139556095,114326371,45,"C",20,,""
2019,139558085,114326372,45,"C",20,,""
2019,139556096,114326373,5,"C",20,,""
2019,139556097,114326374,5,"C",20,,""
2019,139556099,114326376,51,"C",20,,""
2019,139558089,114326377,35,"C",13,,""
2019,139558090,114326377,16,"C",13,,""
2019,139556100,114326379,41,"A",25,,""
2019,139556102,114321081,16,"C",13,,""
2019,139556101,114321081,35,"C",13,,""
2019,139556104,114326382,51,"C",20,,""
2019,139556106,114326383,51,"C",20,,""
2019,139556108,114326384,51,"C",20,,""
2019,139556109,114326386,40,"C",18,,""
2019,139558096,114321085,5,"C",20,,""
2019,139556112,114321086,23,"C",8,,""
2019,139556114,114326388,45,"C",25,,""
2019,139556116,114326390,23,"C",24,,""
2019,139556118,114326391,41,"C",20,,""
2019,139044583,113874297,2,"C",20,,""
2019,139040028,113874326,51,"C",18,,""
2019,139040069,113874357,14,"C",20,,""
2019,139034755,113874359,5,"C",20,,""
2019,139034782,113874372,5,"C",20,,""
2019,139044691,113874375,39,"C",20,,""
2019,139044690,113874375,5,"C",20,,""
2019,139044692,113874375,32,"C",20,,""
2019,139040105,113878599,35,"C",13,,""
2019,139040104,113878599,16,"C",13,,""
2019,139044705,113874385,46,"C",47,,""
2019,139044706,113874385,2,"C",47,,""
2019,139044737,113878622,14,"C",22,,""
2019,139044736,113878622,45,"C",22,,""
2019,139040130,113874407,35,"C",18,,""
2019,139040133,113874408,45,"C",20,,""
2019,139040152,113874421,56,"C",20,,""
2019,139040154,113874422,63,"C",25,,""
2019,139044783,113874423,35,"C",13,,""
2019,139040160,113874426,35,"C",13,,""
2019,139040159,113874426,16,"C",13,,""
2019,139040170,113874436,27,"C",20,,""
2019,139040182,113874445,49,"C",20,,"N"
2019,139040183,113874445,5,"C",20,,""
2019,139556117,114326391,46,"C",20,,""
2019,139556120,114326392,23,"C",12,,""
2019,139556119,114326392,45,"C",12,,""
2019,139558097,114321088,28,"C",20,,""
2019,139556124,114326393,14,"C",13,,""
2019,139556125,114326394,35,"C",20,,""
2019,139556126,114326395,51,"C",20,,""
2019,139556127,114326396,51,"C",20,,""
2019,139558099,114326397,21,"C",18,,""
2019,139558100,114326398,46,"C",5,,""
2019,139558102,114326400,45,"C",20,,""
2019,139556130,114326401,5,"C",18,,""
2019,139556131,114326402,5,"C",20,,""
2019,139556132,114326402,51,"C",20,,""
2019,139558104,114326403,11,"C",2,,""
2019,139558106,114321096,2,"C",20,,""
2019,139556135,114326405,2,"C",25,,""
2019,139556134,114326405,45,"C",20,,""
2019,139558110,114321098,28,"C",24,,""
2019,139558109,114321098,45,"C",20,,""
2019,137024913,112077855,5,"C",25,,""
2019,137024914,112077855,49,"C",25,,"F"
2019,137026941,112083748,45,"C",20,,""
2019,137014715,112083748,21,"C",20,,""
2019,137024988,112083776,45,"C",24,,""
2019,137014732,112083776,5,"C",24,,""
2019,137014755,112087320,23,"C",7,,""
2019,137025048,112077924,2,"C",20,,""
2019,137014795,112077928,45,"C",20,,""
2019,137027059,112087375,2,"C",25,,""
2019,137025429,112087626,36,"C",20,,""
2019,137027372,112078114,5,"C",13,,""
2019,137027379,112084071,5,"C",41,,""
2019,137025487,112087667,51,"C",20,,""
2019,137027420,112084098,23,"C",8,,""
2019,137025519,112087692,16,"C",20,,""
2019,137027436,112087692,35,"C",20,,""
2019,137025525,112087701,49,"C",20,,"N"
2019,137015134,112084127,16,"C",13,,""
2019,137015135,112084127,35,"C",13,,""
2019,137027475,112087721,51,"C",13,,""
2019,137025565,112087726,41,"C",20,,""
2019,137027499,112078181,23,"C",24,,""
2019,137027512,112078193,14,"C",20,,""
2019,137025606,112087760,11,"C",8,,""
2019,137027530,112087769,23,"C",8,,""
2019,137025620,112078206,5,"C",20,,""
2019,137027539,112084211,45,"C",20,,""
2019,137025636,112084218,44,"C",25,,""
2019,137025653,112084224,16,"C",41,,""
2019,137015245,112087810,23,"C",12,,""
2019,137027567,112084238,63,"C",20,,""
2019,137026918,112077859,45,"C",25,,""
2019,137024949,112083747,5,"C",13,,""
2019,137026998,112077892,45,"C",20,,""
2019,137025008,112087325,45,"C",20,,""
2019,137014764,112087334,5,"C",20,,""
2019,137014768,112083805,27,"C",13,,""
2019,137025029,112083805,5,"C",13,,""
2019,137025042,112087352,16,"C",13,,""
2019,137025044,112087352,35,"C",13,,""
2019,137027040,112077927,45,"C",16,,""
2019,137025058,112083820,51,"C",20,,""
2019,137027063,112087385,51,"C",18,,""
2019,137027344,112078099,23,"C",12,,""
2019,137027349,112084048,44,"C",18,,""
2019,137025434,112084055,16,"C",13,,""
2019,137027356,112084055,28,"C",13,,""
2019,137025436,112084055,35,"C",13,,""
2019,137027369,112078113,35,"C",13,,""
2019,137027377,112087644,27,"C",20,,""
2019,137027409,112087669,49,"C",20,,"N"
2019,137025492,112087669,5,"C",20,,""
2019,137025518,112084110,49,"C",20,,"N"
2019,137027454,112084137,51,"C",20,,""
2019,137027461,112084144,45,"C",12,,""
2019,137025557,112078167,14,"C",20,,""
2019,137025574,112087731,5,"C",13,,""
2019,137027500,112078182,23,"C",43,,""
2019,137015181,112078188,5,"C",18,,""
2019,137025589,112087744,5,"C",18,,""
2019,137027518,112087759,63,"C",20,,""
2019,137015219,112084207,41,"C",25,,""
2019,137025614,112084207,14,"C",20,,""
2019,137025662,112087808,5,"C",12,,""
2019,137027595,112084256,23,"C",25,,""
2019,137027606,112087843,5,"C",20,,""
2019,137014735,112077886,44,"C",20,,""
2019,137024996,112087317,5,"C",20,,""
2019,137014745,112087317,51,"C",20,,""
2019,137025012,112077900,46,"C",25,,""
2019,137014759,112083792,49,"C",25,,"N"
2019,137027035,112087353,49,"A",20,,"N"
2019,137026920,112083732,5,"C",25,,""
2019,137027050,112087365,16,"C",38,,""
2019,137014798,112087365,35,"C",38,,""
2019,137027069,112077939,5,"C",44,,""
2019,137025080,112077939,45,"C",13,,""
2019,137026926,112077864,45,"C",20,,""
2019,137025423,112084038,51,"C",20,,""
2019,137015079,112087634,51,"C",18,,""
2019,137015088,112087641,35,"C",13,,""
2019,137015086,112087641,16,"C",13,,""
2019,137027417,112084094,35,"C",13,,""
2019,137025504,112087681,23,"C",12,,""
2019,137025523,112084118,51,"C",20,,""
2019,137015148,112078158,26,"C",20,,""
2019,137026924,112077864,5,"C",20,,""
2019,137027501,112078184,23,"C",8,,""
2019,137027505,112087746,45,"C",25,,""
2019,137015185,112087746,41,"C",25,,""
2019,137025601,112084190,45,"C",25,,""
2019,137015211,112084198,16,"C",12,,""
2019,137015210,112084198,23,"C",12,,""
2019,137027537,112084209,63,"C",25,,""
2019,137027555,112084227,51,"C",46,,""
2019,137027564,112078227,44,"C",46,,""
2019,137015251,112084237,5,"C",21,,""
2019,137027577,112084242,16,"C",18,,""
2019,137027578,112084242,35,"C",18,,""
2019,137027602,112084262,41,"C",13,,""
2019,137024904,112083716,51,"C",21,,""
2019,137014701,112083736,51,"C",20,,""
2019,137024938,112083741,49,"C",4,,"N"
2019,137025481,112084080,51,"C",21,,""
2019,137015128,112087697,5,"C",18,,""
2019,137014739,112077888,44,"C",20,,""
2019,137014744,112083782,23,"C",23,,""
2019,137014756,112083788,23,"C",7,,""
2019,137025066,112083827,45,"C",20,,""
2019,137025068,112083827,2,"C",20,,""
2019,137014810,112087384,51,"C",25,,""
2019,137025543,112084140,5,"C",13,,""
2019,137025471,112078131,21,"C",20,,""
2019,137026932,112077867,45,"C",18,,""
2019,137014707,112087275,5,"C",20,,""
2019,137014708,112087275,51,"C",20,,""
2019,137026944,112083750,41,"C",7,,""
2019,137025002,112087319,45,"C",20,,""
2019,137025019,112077906,2,"C",20,,""
2019,137025024,112083796,5,"C",20,,""
2019,137014770,112087340,35,"C",13,,""
2019,137014772,112087340,16,"C",43,,""
2019,137027054,112087372,45,"C",20,,""
2019,137015080,112084060,5,"C",38,,""
2019,137027367,112087637,51,"C",20,,""
2019,137025455,112084067,5,"C",20,,""
2019,137015093,112078123,45,"C",12,,""
2019,137027393,112084074,41,"C",24,,""
2019,137015104,112084083,56,"C",20,,""
2019,137027432,112087689,51,"C",20,,""
2019,137025522,112084117,45,"C",25,,""
2019,137015137,112084133,23,"C",8,,""
2019,137015138,112084133,35,"C",8,,""
2019,137025555,112084153,5,"C",20,,""
2019,137025576,112084171,63,"C",20,,""
2019,137015178,112078186,27,"C",13,,""
2019,137015179,112078186,5,"C",13,,""
2019,137027534,112084206,45,"C",25,,""
2019,137025634,112084216,44,"C",41,,""
2019,137025649,112084221,11,"C",41,,""
2019,137025657,112087801,16,"C",18,,""
2019,137027551,112087801,35,"C",18,,""
2019,137025679,112078241,16,"C",41,,""
2019,137025686,112084254,3,"C",20,,""
2019,137025690,112087836,45,"C",8,,""
2019,137026922,112087264,5,"C",2,,""
2019,137014696,112087264,51,"C",2,,""
2019,137024950,112083749,45,"C",18,,""
2019,137026994,112077887,41,"C",29,,""
2019,137026993,112077887,45,"C",29,,""
2019,137014752,112083786,5,"C",20,,""
2019,137014775,112077917,5,"C",20,,""
2019,137025039,112083809,51,"C",20,,""
2019,137025041,112083809,5,"C",20,,""
2019,137027046,112083817,45,"C",20,,""
2019,137025081,112083841,16,"C",13,,""
2019,137025079,112083841,35,"C",13,,""
2019,137027360,112078107,49,"C",20,,"N"
2019,137027362,112078107,41,"C",7,,""
2019,137025452,112087639,5,"C",18,,""
2019,137015096,112078134,51,"C",20,,""
2019,137027395,112078134,5,"C",20,,""
2019,137027412,112078141,35,"C",25,,""
2019,137025505,112084103,5,"C",25,,""
2019,137025530,112084123,51,"C",20,,""
2019,137025532,112084129,5,"C",20,,""
2019,137025554,112084151,5,"C",1,,""
2019,137015180,112087738,51,"C",20,,""
2019,137015204,112078195,51,"C",20,,""
2019,137025605,112084194,16,"C",18,,""
2019,137015208,112084194,35,"C",18,,""
2019,137025623,112084210,35,"C",13,,""
2019,137025622,112084210,16,"C",13,,""
2019,137025642,112078221,35,"C",13,,""
2019,137015235,112078221,39,"C",13,,""
2019,137015234,112078221,16,"C",13,,""
2019,137025658,112087804,49,"C",6,,"F"
2019,137027591,112084253,5,"C",20,,""
2019,137015276,112087846,23,"C",8,,""
2019,137014751,112087321,49,"C",20,,"N"
2019,137025003,112087321,45,"C",20,,""
2019,137027017,112077912,46,"C",25,,""
2019,137014765,112087338,35,"C",13,,""
2019,137014766,112087338,16,"C",13,,""
2019,137025040,112083808,35,"C",13,,""
2019,137025050,112083816,45,"C",20,,""
2019,137014793,112083816,49,"C",20,,"F"
2019,137025053,112083816,5,"C",20,,""
2019,137014797,112087362,51,"C",20,,""
2019,137014808,112083835,45,"C",42,,""
2019,137014807,112083835,5,"C",42,,""
2019,137015063,112084039,45,"C",25,,""
2019,137027345,112078100,5,"C",41,,""
2019,137025437,112078106,27,"C",13,,""
2019,137025438,112078106,5,"C",13,,""
2019,137027364,112084061,44,"C",25,,""
2019,137025444,112084061,51,"C",25,,""
2019,137015084,112087640,5,"C",20,,""
2019,137027380,112084072,35,"C",18,,""
2019,137025464,112084072,16,"C",18,,""
2019,137015126,112084115,16,"C",13,,""
2019,137025531,112087705,41,"C",46,,""
2019,137027450,112084135,41,"A",8,,""
2019,137015145,112084135,23,"C",8,,""
2019,137025556,112078165,63,"C",20,,""
2019,137025564,112078172,7,"C",13,,""
