"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2019,129146766,133945602,16,40399288
2019,129146766,133945603,24,40399289
2019,129146766,133945605,24,40399291
2019,129146766,133945604,24,40399290
2019,129151535,133940223,3,40402017
2019,129151535,133940222,25,40402016
2019,129151536,133940223,25,40402019
2019,129151536,133940222,3,40402018
2019,129146767,133940224,24,40399292
2019,129146768,133945606,1,40399293
2019,129146773,133945611,24,40399294
2019,129146781,133945618,5,40399299
2019,129146780,133945618,3,40399298
2019,129151548,133940232,3,40402026
2019,129146792,133940234,7,40399304
2019,129146796,133945636,21,40399305
2019,129146807,133945646,17,40399307
2019,129146808,133945648,11,40399308
2019,129146817,133945657,1,40399314
2019,129146845,133945687,21,40399333
2019,129146888,133945740,3,40399341
2019,129969874,134786845,16,40713589
2019,129969873,134786845,16,40713588
2019,129969845,134786820,15,40713582
2019,129969856,134790929,5,40713584
2019,129969875,134786846,27,40713590
2019,129969897,134786862,3,40710325
2019,129969904,134786868,17,40713601
2019,129969915,134786872,21,40713605
2019,129974073,134790960,17,40704698
2019,129969927,134790962,27,40710328
2019,129969933,134786890,27,40713610
2019,129969935,134786892,3,40713611
2019,129980651,134797496,27,40710285
2019,129973860,134797510,24,40713300
2019,129969244,134797510,23,40713299
2019,129969280,134786217,17,40713314
2019,129973893,134786227,21,40704646
2019,129969336,134797543,19,40710295
2019,129973909,134797543,17,40710296
2019,129973910,134797543,16,40704649
2019,129969335,134797543,19,40713326
2019,129969346,134786283,19,40710297
2019,129969376,134786316,25,40713349
2019,129980714,134786315,25,40713350
2019,129980714,134786316,21,40710300
2019,129969376,134786315,21,40713348
2019,129973924,134790817,27,40704657
2019,129969442,134786385,16,40713383
2019,129969442,134786383,8,40713382
2019,129969460,134786405,3,40713392
2019,129973838,134786131,24,40713277
2019,129973838,134790749,24,40704632
2019,129969222,134786147,24,40713284
2019,129969257,134786186,19,40713311
2019,129980690,134790801,11,40710294
2019,129969340,134797544,2,40713327
2019,129973917,134786313,21,40704650
2019,129973918,134786313,25,40704652
2019,129973918,134790812,21,40704651
2019,129973917,134790812,25,40713347
2019,129969390,134786327,16,40713352
2019,129969437,134790820,27,40713379
2019,129969445,134797565,16,40713384
2019,129969445,134786389,1,40713385
2019,129969461,134786407,7,40713393
2019,129969468,134797567,21,40713394
2019,129969485,134786435,3,40713415
2019,129980732,134790838,3,40710306
2019,129969616,134786562,17,40713461
2019,129969622,134790867,24,40704669
2019,129969649,134786601,18,40713484
2019,129969655,134786608,3,40713487
2019,129969683,134786648,21,40713509
2019,129969713,134786678,16,40713526
2019,129969712,134786677,16,40713523
2019,129969713,134786677,25,40713525
2019,129969712,134786678,25,40713524
2019,129969723,134786690,21,40713534
2019,129969723,134786691,15,40713535
2019,129969763,134786731,24,40713551
2019,129969789,134786763,3,40713562
2019,129969787,134786763,3,40713560
2019,129969787,134786762,3,40713559
2019,129969789,134786762,3,40713561
2019,129969495,134786446,9,40704660
2019,129969501,134797570,19,40713419
2019,129973944,134786460,3,40713424
2019,129969519,134786461,13,40713427
2019,129980467,134797319,3,40710210
2019,129980517,134797365,15,40710227
2019,129968899,134797394,1,40713128
2019,129968902,134790665,1,40713135
2019,129968899,134785845,1,40713131
2019,129968897,134790665,1,40710239
2019,129968902,134785845,1,40713138
2019,129973779,134790665,1,40713125
2019,129968902,134797394,25,40713134
2019,129968899,134790665,25,40713129
2019,129973779,134785843,1,40704599
2019,129968897,134785845,25,40713123
2019,129968897,134785843,1,40713122
2019,129968902,134797395,1,40713141
2019,129973779,134797394,1,40713124
2019,129968899,134785843,1,40713130
2019,129968897,134797394,1,40710238
2019,129968897,134797395,1,40710240
2019,129973779,134797395,25,40713127
2019,129968899,134797395,1,40713132
2019,129973779,134785845,1,40713126
2019,129968902,134785843,1,40713137
2019,129968905,134797397,16,40713142
2019,129968937,134785877,17,40713163
2019,129969224,134797505,17,40713286
2019,129969234,134786158,16,40713287
2019,129969234,134786159,16,40713288
2019,129968754,134785706,16,40713073
2019,129968759,134797253,3,40710182
2019,129980448,134785767,19,40710198
2019,129980447,134785767,3,40710197
2019,129980458,134785781,1,40710204
2019,129968933,134797405,16,40713159
2019,129968933,134785874,25,40713157
2019,129968932,134797405,25,40713156
2019,129968932,134785874,16,40713155
2019,129969240,134790766,24,40713296
2019,129969238,134790766,24,40713292
2019,129973857,134790766,24,40713290
2019,129969241,134790765,24,40713297
2019,129969238,134790765,24,40713291
2019,129969241,134790766,24,40713298
2019,129969239,134790765,24,40713293
2019,129969240,134790765,24,40713295
2019,129969239,134790766,24,40713294
2019,129973857,134790765,24,40713289
2019,129969304,134786243,9,40713322
2019,129973904,134786255,3,40713324
2019,129969423,134786364,19,40713368
2019,129969438,134786380,21,40713380
2019,129969508,134790833,19,40710305
2019,129969554,134786493,21,40713440
2019,129969578,134786518,27,40713448
2019,129969605,134786546,16,40713456
2019,129969605,134790860,16,40713455
2019,129969620,134786566,18,40713463
2019,129969639,134786586,16,40713481
2019,129969654,134786607,17,40713486
2019,129969659,134786615,16,40713491
2019,129980754,134786628,24,40713496
2019,129969686,134786650,1,40713513
2019,129980758,134786650,25,40710315
2019,129969685,134786649,1,40713510
2019,129969685,134786650,1,40713511
2019,129969686,134786649,25,40713512
2019,129980758,134786649,1,40710314
2019,129969688,134786653,3,40713514
2019,129969694,134786660,17,40713517
2019,129969699,134786664,27,40713518
2019,129969704,134786667,11,40713521
2019,129969715,134786681,1,40713527
2019,129969722,134786688,3,40713532
2019,129969721,134786688,25,40713530
2019,129969721,134786689,3,40713531
2019,129969722,134786689,25,40713533
2019,129969728,134786697,21,40713537
2019,129969761,134786727,15,40713548
2019,129969761,134786728,25,40713550
2019,129969758,134786727,25,40713545
2019,129969758,134786728,15,40713546
2019,129969777,134786753,18,40713556
2019,129969777,134786752,18,40713555
2019,129974038,134797599,9,40704689
2019,129969800,134797599,3,40713569
2019,129969805,134786781,17,40704691
2019,129969883,134786856,27,40713594
2019,129155545,133940374,21,40393816
2019,129155492,133934481,24,40393803
2019,129970292,134787249,5,40713711
2019,129970291,134787249,5,40713710
2019,129970290,134787249,21,40713709
2019,129970298,134787255,24,40713712
2019,129970304,134787261,1,40713717
2019,129970305,134787262,1,40713718
2019,129970314,134787268,16,40713723
2019,129970315,134787269,1,40713724
2019,129970345,134787297,24,40713729
2019,129970344,134787296,24,40713726
2019,129970345,134787296,24,40713728
2019,129970344,134787297,24,40713727
2019,129970346,134787299,1,40713731
2019,129970348,134787299,24,40713735
2019,129970348,134787298,24,40713734
2019,129970346,134787298,25,40713730
2019,129970347,134787298,1,40713732
2019,129970347,134787299,25,40713733
2019,129970350,134787301,21,40713737
2019,129970362,134787316,19,40713738
2019,129970363,134787317,17,40713739
2019,129970364,134787318,27,40713740
2019,129970365,134787319,17,40713741
2019,129970377,134787330,17,40713742
2019,129970383,134787337,19,40713743
2019,129970387,134787343,1,40713745
2019,129970390,134787347,1,40713747
2019,129970390,134787346,1,40713746
2019,129970391,134787348,21,40713748
2019,129970395,134787353,3,40713749
2019,129970402,134787359,24,40713751
2019,129970402,134787360,24,40713752
2019,129970404,134787362,21,40713753
2019,129970406,134787364,3,40713754
2019,129969264,134786192,1,40713312
2019,129973746,134790632,9,40710196
2019,129968838,134785780,1,40710203
2019,129968853,134797327,9,40713107
2019,129973827,134797486,15,40704626
2019,129973832,134790740,27,40713275
2019,129969196,134790741,27,40704630
2019,129973832,134790741,25,40704628
2019,129969196,134790740,25,40704629
2019,131686899,136508025,18,41472141
2019,129980415,134790624,24,40710184
2019,129968804,134797283,5,40713090
2019,129968805,134797287,27,40710192
2019,129980457,134785775,27,40710200
2019,129980522,134785812,8,40713111
2019,129968869,134785817,1,40713113
2019,129968871,134790657,6,40713115
2019,131709107,136529132,16,41479568
2019,129968891,134785840,9,40713119
2019,129968907,134785851,27,40713143
2019,129968920,134790674,21,40710244
2019,129968935,134785876,15,40713162
2019,129968934,134785875,15,40713158
2019,129968934,134785876,15,40713160
2019,129968935,134785875,15,40713161
2019,129980565,134785891,16,40710249
2019,129968966,134790690,27,40704608
2019,129968973,134790693,26,40713176
2019,129968985,134790696,9,40704614
2019,129980584,134797436,3,40704619
2019,129969024,134797437,3,40713202
2019,129980584,134797437,16,40704620
2019,129969024,134797436,16,40713201
2019,129969072,134797447,3,40713220
2019,129969103,134790733,24,40710267
2019,129969103,134786032,24,40704625
2019,129969121,134797461,18,40713249
2019,129980625,134786062,15,40713257
2019,129969153,134786081,1,40710275
2019,129969251,134797515,16,40713302
2019,129969270,134786203,19,40704643
2019,131708437,136508075,1,41472163
2019,131708466,136528473,18,41479335
2019,131708488,136528498,11,41479340
2019,129973896,134797532,24,40713316
2019,129969298,134786235,16,40713317
2019,129969381,134786324,17,40713351
2019,129969415,134786354,21,40704656
2019,129969421,134786363,11,40713367
2019,129969512,134786456,27,40713423
2019,129969521,134786463,24,40713428
2019,129980743,134786570,19,40710308
2019,129969624,134786570,17,40713465
2019,129969640,134790871,3,40713482
2019,129969643,134786592,17,40713483
2019,129969707,134786672,21,40713522
2019,129969731,134790894,15,40704684
2019,129969780,134786757,13,40713557
2019,129969834,134790922,24,40713579
2019,131708423,136528426,16,41479327
2019,131687051,136528534,18,41472204
2019,131687051,136528532,18,41472202
2019,131687051,136528531,18,41472201
2019,131687051,136508161,18,41472205
2019,131708526,136528531,18,41472207
2019,131708526,136528534,18,41472210
2019,131687051,136508162,18,41472206
2019,131687051,136528533,18,41472203
2019,131708526,136508161,18,41472211
2019,131708526,136528533,18,41472209
2019,131708526,136528532,18,41472208
2019,131708526,136508162,18,41472212
2019,131708543,136528555,24,41479355
2019,131708568,136508193,24,41472229
2019,131708571,136508196,21,41479362
2019,131708573,136508198,3,41479363
2019,131708575,136528584,18,41479364
2019,131687104,136528602,3,41479368
2019,131708599,136508226,17,41479369
2019,131687128,136528622,5,41472246
2019,131708616,136528622,16,41479381
2019,131708614,136528622,17,41479380
2019,131708622,136508242,24,41472253
2019,131708639,136528659,21,41479392
2019,131708649,136528665,21,41479396
2019,131687188,136528671,5,41472277
2019,131687188,136508286,5,41472276
2019,131708669,136528694,24,41472293
2019,131708672,136528697,18,41479403
2019,131687231,136508325,9,41472300
2019,131708693,136508333,16,41479412
2019,131687241,136508333,16,41472302
2019,131708697,136508341,17,41479414
2019,131687258,136528731,14,41479419
2019,131708707,136528726,24,41479418
2019,131708732,136508371,14,41479423
2019,131708730,136528747,14,41472317
2019,131708732,136528747,25,41472320
2019,131708730,136508371,25,41472319
2019,131687275,136528751,3,41472321
2019,131708740,136508376,16,41479425
2019,131708742,136508380,3,41479427
2019,129980406,134797250,1,40710180
2019,129968757,134785709,16,40713075
2019,129968758,134785710,3,40713076
2019,129980409,134785712,24,40713077
2019,129973740,134785724,1,40713079
2019,129968794,134797277,27,40713086
2019,129968802,134790629,20,40713089
2019,129968841,134797315,16,40710205
2019,129968852,134790638,3,40704594
2019,129980477,134790638,5,40713106
2019,129980545,134790659,27,40713117
2019,129973777,134785833,3,40713118
2019,129968893,134797391,15,40710237
2019,129968900,134785847,15,40704601
2019,129968900,134785848,1,40710241
2019,129968900,134785849,15,40713133
2019,129968901,134785848,16,40713139
2019,129968901,134785849,16,40713140
2019,129968901,134785847,16,40713136
2019,129968913,134790672,17,40713146
2019,129968914,134790672,17,40713147
2019,129973785,134790675,4,40713152
2019,129968960,134785907,16,40713172
2019,129968960,134790687,16,40713170
2019,129968960,134785906,16,40713171
2019,129968972,134785917,5,40704610
2019,129968980,134797419,1,40713178
2019,129968980,134785928,1,40713177
2019,129968988,134785935,16,40704615
2019,129968988,134790698,16,40704616
2019,129968993,134785936,3,40704618
2019,129969010,134785945,6,40713189
2019,129969013,134785951,19,40713190
2019,129969017,134797431,24,40713192
2019,129969025,134790710,16,40713203
2019,129969040,134790712,27,40713206
2019,129969041,134790712,16,40713207
2019,129969046,134785976,3,40713210
2019,129969059,134785991,17,40704621
2019,129969069,134786003,7,40713219
2019,129969082,134786013,16,40713230
2019,129969084,134786012,16,40713231
2019,129969082,134786012,25,40713229
2019,129969084,134786013,25,40713232
2019,129969087,134790728,19,40713234
2019,129973821,134790729,19,40704624
2019,129973820,134790729,19,40704622
2019,129969087,134790729,19,40713235
2019,129973821,134790728,19,40704623
2019,129973820,134790728,19,40713236
2019,129969092,134786025,9,40713238
2019,129969091,134786025,15,40713237
2019,129969099,134786031,3,40713239
2019,129969101,134797454,21,40710266
2019,129969130,134786056,17,40713253
2019,129969144,134786072,27,40713262
2019,129980634,134797477,14,40710276
2019,129969164,134786090,5,40713266
2019,129969163,134786090,21,40713265
2019,129969174,134786100,3,40710278
2019,129969174,134786101,3,40713267
2019,129969177,134786103,11,40713268
2019,129969215,134790754,24,40713280
2019,129973850,134790759,24,40713282
2019,129973883,134790785,19,40704642
2019,129973882,134790785,11,40704641
2019,129980672,134790787,10,40710290
2019,129969302,134786241,3,40713319
2019,129969303,134786241,25,40713321
2019,129969302,134790798,25,40713318
2019,129969303,134790798,3,40713320
2019,129969364,134786299,21,40713336
2019,129969366,134786300,21,40713341
2019,129969366,134786299,25,40713340
2019,129969364,134786300,25,40713339
2019,129980707,134786306,18,40713344
2019,129980710,134797554,16,40713346
2019,129969397,134786339,1,40713356
2019,129969403,134786341,1,40713360
2019,129969420,134790818,21,40713366
2019,129969424,134786365,5,40713369
2019,129969441,134786384,21,40713381
2019,129969518,134790837,5,40713426
2019,129969556,134786495,21,40713441
2019,129980735,134786500,14,40713443
2019,129969565,134786501,24,40713444
2019,129969565,134786502,24,40713445
2019,129969571,134786512,1,40713446
2019,129969576,134790851,17,40713447
2019,129969589,134786530,3,40713449
2019,129969590,134786532,21,40713451
2019,129980741,134786568,24,40713464
2019,129973975,134786574,16,40713469
2019,129980744,134786572,25,40713470
2019,129969626,134786572,16,40710310
2019,129973975,134786572,26,40713467
2019,129969626,134786571,19,40710309
2019,129969627,134786574,25,40713476
2019,129973975,134786573,19,40713468
2019,129980744,134786574,16,40713472
2019,129973975,134786571,25,40713466
2019,129969627,134786573,21,40713475
2019,129969627,134786572,16,40713474
2019,129969627,134786571,16,40713473
2019,129980744,134786573,16,40713471
2019,129969626,134786574,16,40710312
2019,129980744,134786571,21,40704670
2019,129969626,134786573,25,40710311
2019,129969660,134786616,27,40713493
2019,129969670,134786631,19,40713498
2019,129969670,134786629,19,40713497
2019,129969672,134786631,19,40713500
2019,129969672,134786629,19,40713499
2019,129969681,134786645,3,40713508
2019,129969693,134786659,18,40713516
2019,129969702,134790881,21,40713519
2019,129969733,134786702,17,40713538
2019,129969770,134786746,26,40713553
2019,129969799,134797598,5,40710321
2019,129974046,134786796,17,40713572
2019,129969841,134786816,24,40713581
2019,129969852,134786826,24,40713583
2019,129969893,134797620,24,40713597
2019,129969894,134797620,24,40713598
2019,129969898,134786864,24,40713599
2019,129969899,134786864,24,40713600
2019,129969916,134786873,18,40713606
2019,129969922,134786876,1,40713608
2019,129969923,134786877,24,40713609
2019,129969949,134786909,24,40713616
2019,129969956,134786913,24,40713618
2019,129969958,134786915,3,40713619
2019,129969965,134786923,27,40713621
2019,129969967,134797657,1,40713622
2019,125555465,129051185,24,38926682
2019,123562172,127013775,16,38111385
2019,123562172,127013772,16,38108362
2019,125546608,129055385,24,38931367
2019,125546610,129055385,24,38931371
2019,125551511,129055386,24,38925935
2019,125546613,129055385,24,38931377
2019,125546614,129055385,24,38931379
2019,125546611,129055386,24,38931374
2019,125555472,129055385,24,38931382
2019,125546612,129055386,24,38931376
2019,125551509,129055385,24,38926685
2019,125551509,129055386,24,38925932
2019,125546612,129055385,24,38931375
2019,125546610,129055386,24,38931372
2019,125546611,129055385,24,38931373
2019,125551510,129055386,24,38925933
2019,125551510,129055385,24,38926686
2019,125555471,129055386,24,38926684
2019,125546614,129055386,24,38931380
2019,125546613,129055386,24,38931378
2019,125546607,129055386,24,38931366
2019,125546609,129055385,24,38931369
2019,125546607,129055385,24,38931365
2019,125555472,129055386,24,38926687
2019,123560584,127014060,17,38108448
2019,123562519,127026701,3,38115806
2019,123560598,127026705,24,38111438
2019,125555573,129055510,17,38926709
2019,123550494,127024518,26,38111448
2019,123560694,127026800,24,38108475
2019,123560721,127024590,21,38115841
2019,125546608,129055386,24,38931368
2019,125551511,129055385,24,38925934
2019,125555471,129055385,24,38925931
2019,125546609,129055386,24,38931370
2019,125551591,129055461,27,38925953
2019,125555537,129055472,18,38926702
2019,125555547,129055484,16,38926705
2019,125555557,129048028,19,38926706
2019,125546744,129048046,1,38926710
2019,125551630,129048048,17,38925964
2019,125555600,129055545,24,38926719
2019,125555601,129051329,15,38926720
2019,125555614,129051341,18,38926724
2019,125555616,129055558,14,38926725
2019,125555620,129055561,24,38926726
2019,125551652,129055564,1,38925970
2019,125555643,129051348,18,38926731
2019,125555645,129055581,9,38926732
2019,125555654,129048091,18,38926740
2019,125555654,129048092,18,38926741
2019,125555654,129048090,18,38926739
2019,125555660,129055589,3,38926747
2019,125555676,129055603,10,38926749
2019,125555677,129055604,17,38926750
2019,125555678,129051373,3,38926751
2019,125546809,129048106,24,38931429
2019,125546809,129048105,24,38931428
2019,125555694,129055618,11,38926754
2019,125555696,129048117,24,38926755
2019,125551694,129055624,24,38925984
2019,125551693,129055623,24,38926758
2019,125551694,129055623,24,38925983
2019,125551693,129055624,24,38926759
2019,125546824,129048122,3,38931439
2019,125555703,129055626,18,38926760
2019,123560060,127026266,5,38115664
2019,123560058,127026266,3,38108326
2019,123560073,127023974,26,38108331
2019,123560129,127024016,21,38111356
2019,123550105,127024030,17,38111362
2019,123562151,127013761,23,38111374
2019,123562154,127026347,22,38108355
2019,126052952,129551086,24,39163147
2019,126052967,129548366,3,39163154
2019,126047287,129543218,16,39163169
2019,126053024,129551144,9,39163183
2019,126053023,129551144,9,39163182
2019,126048462,129548390,17,39171938
2019,126048462,129548391,16,39171939
2019,126053029,129551150,1,39163186
2019,126053034,129551154,21,39163187
2019,123562048,127026251,18,38111345
2019,123550059,127026276,5,38115666
2019,123560117,127013717,17,38108335
2019,123560116,127013717,17,38115674
2019,123550088,127024010,14,38108338
2019,123562134,127024027,16,38108344
2019,123560145,127024027,16,38108345
2019,123562155,127026348,22,38115689
2019,123560200,127026386,25,38108377
2019,123560200,127026385,16,38111397
2019,123560201,127026385,25,38108378
2019,123560201,127026386,16,38108379
2019,123562480,127026657,17,38111433
2019,123562530,127024465,21,38115809
2019,123562532,127024465,13,38115810
2019,123560604,127024468,3,38108458
2019,123562544,127026723,24,38115812
2019,123562583,127026759,16,38115825
2019,123550508,127024529,21,38111453
2019,123560669,127024537,21,38108469
2019,123560671,127026782,17,38108471
2019,123562628,127014159,24,38115831
2019,123560703,127024575,17,38115834
2019,123562639,127014169,24,38115837
2019,123562639,127014168,24,38115836
2019,123550556,127014183,16,38111465
2019,123562666,127014183,16,38108493
2019,123908041,127382309,1,38252616
2019,123908041,127382311,1,38252617
2019,123904657,127377831,1,38249991
2019,123904659,127377832,24,38249992
2019,123904666,127377845,1,38250000
2019,123904687,127382331,24,38250017
2019,123904687,127382329,25,38252629
2019,123904685,127382331,25,38250014
2019,123904685,127382329,24,38252628
2019,123908074,127377877,18,38252635
2019,123908075,127382340,21,38252636
2019,123904720,127382359,7,38252650
2019,123908101,127382373,16,38252656
2019,123908121,127382393,19,38250047
2019,123560172,127013768,5,38111383
2019,123560174,127013769,17,38108360
2019,123560174,127013768,25,38108359
2019,123560172,127013769,25,38108358
2019,123550381,127014012,1,38115769
2019,123560516,127024390,25,38111422
2019,123550383,127024390,9,38111421
2019,123550383,127014017,25,38115770
2019,123560516,127014017,9,38108418
2019,123560595,127024461,24,38108454
2019,123550558,127024615,17,38108495
2019,123562670,127024615,17,38115848
2019,123560159,127024047,3,38115684
2019,123562182,127026376,15,38108372
2019,123562581,127024513,1,38115822
2019,123562650,127026821,14,38115839
2019,123562652,127026821,14,38115840
2019,123560076,127026278,3,38115667
2019,123560131,127013732,16,38111358
2019,123560519,127024397,3,38115775
2019,123560519,127024398,25,38108419
2019,123560521,127024397,25,38108421
2019,123560521,127024398,3,38111423
2019,123562477,127024431,1,38111432
2019,123560574,127024447,3,38115805
2019,123560585,127024456,24,38108449
2019,123562574,127014106,24,38115820
2019,123562574,127014105,24,38115819
2019,123562656,127024597,5,38115843
2019,123562110,127026314,15,38115673
2019,123560113,127026314,13,38115672
2019,123562125,127013731,17,38111357
2019,123560149,127024036,17,38108346
2019,123560185,127013779,16,38108365
2019,123560199,127026384,8,38108376
2019,123562491,127014052,26,38115802
2019,123550430,127014063,24,38108451
2019,123560602,127024467,17,38108457
2019,123560663,127024528,24,38111452
2019,123562654,127024594,24,38115842
2019,124068064,127555130,19,38326430
2019,124068070,127555136,3,38326433
2019,126052941,129551076,1,39163140
2019,126052945,129548351,1,39163142
2019,126052968,129551100,24,39163156
2019,126052968,129551101,24,39163157
2019,126052968,129551102,24,39163158
2019,126052968,129548367,24,39163155
2019,126052986,129551118,3,39163164
2019,126052990,129551120,26,39163165
2019,126052991,129551121,27,39163166
2019,126052996,129551126,3,39163168
2019,123562058,127026265,16,38111349
2019,123560056,127026265,16,38108325
2019,123560180,127013777,16,38108363
2019,123560184,127026363,14,38108364
2019,123550152,127026377,16,38108374
2019,123550490,127024515,26,38115824
2019,125555343,129055235,14,38926649
2019,125555337,129055229,21,38926647
2019,125551388,129047826,18,38925877
2019,125555363,129055265,16,38926651
2019,125551400,129047838,21,38925885
2019,125555380,129055289,18,38926659
2019,125555382,129055290,21,38926660
2019,125555393,129055304,3,38926663
2019,125555400,129055316,24,38925901
2019,125555505,129051252,3,38925945
2019,125555543,129055476,9,38926704
2019,125551614,129055492,9,38925957
2019,125555576,129048047,3,38925963
2019,125551642,129048056,9,38925969
2019,125546771,129051339,24,38931413
2019,125555608,129051339,24,38931414
2019,125551653,129048070,1,38925971
2019,128613157,133394773,24,40176458
2019,128623396,133400392,18,40163061
2019,128623402,133405305,24,40173081
2019,125555719,129055633,24,38926773
2019,125555743,129055653,19,38926778
2019,125555747,129048162,17,38926782
2019,125555755,129055661,16,38926786
2019,125555770,129048184,16,38926788
2019,125555774,129055681,21,38926789
2019,125555783,129055687,3,38926795
2019,125551752,129048200,17,38926010
2019,125551756,129055690,1,38926012
2019,125551786,129055725,17,38926808
2019,125555826,129055727,17,38926811
2019,125555842,129055736,5,38926815
2019,125555843,129055737,18,38926816
2019,125555845,129048266,5,38926817
2019,125555857,129055752,18,38926819
2019,125555861,129055755,16,38926821
2019,125551827,129055757,24,38926028
2019,125555863,129055759,3,38926823
2019,125555875,129048296,9,38926828
2019,125555879,129055777,17,38926830
2019,125555880,129055777,17,38926831
2019,125555889,129055788,3,38926832
2019,125555906,129055804,24,38926840
2019,125551879,129048322,24,38926045
2019,125555917,129055815,24,38926850
2019,125555918,129055816,3,38926851
2019,125555923,129048335,17,38926854
2019,125555927,129048336,1,38926858
2019,125551910,129048351,17,38926056
2019,125551911,129048351,22,38926057
2019,125555946,129048360,21,38926864
2019,125551921,129055844,18,38926059
2019,125555953,129055844,18,38926868
2019,125555953,129055843,18,38926867
2019,125551921,129055843,18,38926058
2019,125555955,129048366,16,38926869
2019,125555957,129055848,18,38926871
2019,125551934,129048374,1,38926063
2019,125555969,129048375,24,38926875
2019,125555980,129048381,24,38926876
2019,125551942,129055877,24,38926067
2019,125555986,129055881,1,38926879
2019,125555990,129055887,1,38926880
2019,125555997,129055896,24,38926885
2019,125556001,129055899,18,38926886
2019,125556007,129055905,3,38926891
2019,125551961,129048401,17,38926074
2019,125556033,129055928,1,38926900
2019,125556058,129055956,16,38926907
2019,125556059,129055956,3,38926908
2019,125556067,129055965,24,38926910
2019,125556074,129055974,17,38926911
2019,125556078,129055977,3,38926912
2019,125556085,129055981,24,38926914
2019,125556090,129055985,7,38926917
2019,125556094,129055990,24,38926919
2019,125556097,129048441,24,38926920
2019,125556108,129056002,24,38926923
2019,125556127,129056026,27,38926926
2019,125556133,129056031,19,38926928
2019,125556135,129048461,24,38926930
2019,125556138,129056035,24,38926932
2019,125556144,129056040,27,38926933
2019,125556147,129056045,3,38926935
2019,125556150,129056049,1,38926937
2019,125556152,129056050,18,38926938
2019,125556174,129056063,24,38926942
2019,125556182,129056072,5,38926945
2019,125556213,129048490,24,38926952
2019,125556218,129056104,1,38926954
2019,125556227,129056111,1,38926955
2019,125556228,129056112,17,38926956
2019,125552068,129048499,5,38926105
2019,125556255,129056133,21,38926962
2019,125556256,129056134,24,38926963
2019,125556258,129056135,17,38926965
2019,125556257,129056135,22,38926964
2019,125556261,129056138,1,38926966
2019,125556267,129056144,24,38926967
2019,125556269,129056146,3,38926968
2019,125556277,129056154,16,38926971
2019,125556279,129056156,26,38926972
2019,125556286,129056163,17,38926974
2019,125556285,129056163,22,38926973
2019,125556289,129056165,24,38926976
2019,125556288,129056165,24,38926975
2019,125556291,129056167,18,38926977
2019,125556292,129056168,3,38926978
2019,125556294,129056170,24,38926979
2019,125556296,129056170,24,38926981
2019,125556295,129056170,24,38926980
2019,125556299,129056172,18,38926982
2019,125556315,129056190,24,38926983
2019,125556320,129056196,17,38926984
2019,125556324,129056199,3,38926985
2019,125556327,129056203,24,38926986
2019,125556328,129056204,3,38926987
2019,125556333,129056209,17,38926988
2019,125556334,129056210,16,38926989
2019,125556357,129056237,15,38926997
2019,125556369,129056249,19,38926998
2019,125556371,129056251,24,38926999
2019,125556381,129056262,18,38927002
2019,125556381,129056266,18,38927006
2019,125556381,129056265,18,38927005
2019,125556381,129056264,18,38927004
2019,125556381,129056263,18,38927003
2019,125556381,129056261,18,38927001
2019,125556383,129056268,5,38927007
2019,125556386,129056271,3,38927008
2019,125556403,129056287,16,38927009
